"Name";"X";"Y"
"645594.370049998 217483.02";645594.370049998;217483.02
"645597.820050001 182144.945";645597.820050001;182144.945
"645598.333050001 207673.679";645598.333050001;207673.679
"645599.502050001 209600.316";645599.502050001;209600.316
"645600.811050002 211948.088";645600.811050002;211948.088
"645602.10805 205407.353";645602.10805;205407.353
"645602.70005 217499.74";645602.70005;217499.74
"645604.677049998 209600.277";645604.677049998;209600.277
"645604.82705 205405.938";645604.82705;205405.938
"645606.92405 211952.294";645606.92405;211952.294
"645607.870049998 205402.098";645607.870049998;205402.098
"645608.36905 207688.848";645608.36905;207688.848
"645609.837049998 209599.881";645609.837049998;209599.881
"645610.817049999 226737.955";645610.817049999;226737.955
"645613.934050001 209599.372";645613.934050001;209599.372
"645614.422049999 205400.745";645614.422049999;205400.745
"645616.103050001 207718.524";645616.103050001;207718.524
"645616.280049998 217508.08";645616.280049998;217508.08
"645617.388050001 202363.519";645617.388050001;202363.519
"645617.997049998 209598.638";645617.997049998;209598.638
"645619.60605 205396.016";645619.60605;205396.016
"645620.27905 182140.453";645620.27905;182140.453
"645622.013050001 209597.681";645622.013050001;209597.681
"645622.340050001 211956.201";645622.340050001;211956.201
"645622.956050001 205396.804";645622.956050001;205396.804
"645625.97005 209596.505";645625.97005;209596.505
"645629.438050002 205391.849";645629.438050002;205391.849
"645630.54905 211956.501";645630.54905;211956.501
"645632.20005 202369.256";645632.20005;202369.256
"645632.978050001 205389.143";645632.978050001;205389.143
"645636.440049998 222077.11";645636.440049998;222077.11
"645638.473049998 222116.575";645638.473049998;222116.575
"645647.302049998 207761.139";645647.302049998;207761.139
"645648.31405 202335.323";645648.31405;202335.323
"645652.96105 207790.549";645652.96105;207790.549
"645653.500050001 196254.8";645653.500050001;196254.8
"645653.844050001 202329.36";645653.844050001;202329.36
"645655.443050001 202328.364";645655.443050001;202328.364
"645655.56405 226735.968";645655.56405;226735.968
"645656.346050002 211952.695";645656.346050002;211952.695
"645656.500050001 182145.6";645656.500050001;182145.6
"645660.63405 222128.434";645660.63405;222128.434
"645660.851050001 211952.394";645660.851050001;211952.394
"645661.159049999 205388.432";645661.159049999;205388.432
"645662.010049999 217539.24";645662.010049999;217539.24
"645662.951049998 182112.861";645662.951049998;182112.861
"645667.090050001 196174.06";645667.090050001;196174.06
"645667.688050002 202320.714";645667.688050002;202320.714
"645669.159049999 211953.396";645669.159049999;211953.396
"645670.225049999 209580.982";645670.225049999;209580.982
"645672.095249999 205377.835200001";645672.095249999;205377.835200001
"645674.414050002 202318.23";645674.414050002;202318.23
"645675.26605 211956.301";645675.26605;211956.301
"645676.646049999 207820.759";645676.646049999;207820.759
"645676.66305 205373.409";645676.66305;205373.409
"645677.97405 202317.179";645677.97405;202317.179
"645678.52005 217554.74";645678.52005;217554.74
"645678.631050002 207841.789";645678.631050002;207841.789
"645681.25905 207962.481";645681.25905;207962.481
"645681.378049999 207930.079";645681.378049999;207930.079
"645684.024050001 211964.963";645684.024050001;211964.963
"645684.758049998 209577.985";645684.758049998;209577.985
"645685.455049999 207877.664";645685.455049999;207877.664
"645686.394049998 207895.683";645686.394049998;207895.683
"645687.092050001 207865.07";645687.092050001;207865.07
"645688.59705 209577.663";645688.59705;209577.663
"645689.006050002 202313.92";645689.006050002;202313.92
"645691.615049999 205371.495";645691.615049999;205371.495
"645691.82705 182089.761";645691.82705;182089.761
"645692.449050002 209577.587";645692.449050002;209577.587
"645693.133049998 211971.474";645693.133049998;211971.474
"645694.715050001 182109.011";645694.715050001;182109.011
"645696.297049999 209577.758";645696.297049999;209577.758
"645697.53805 211973.077";645697.53805;211973.077
"645698.240049999 207974.216";645698.240049999;207974.216
"645700.127050001 209578.176";645700.127050001;209578.176
"645701.79905 205364.979";645701.79905;205364.979
"645704.09705 226735.856";645704.09705;226735.856
"645704.19105 209578.967";645704.19105;209578.967
"645704.97405 202315.136";645704.97405;202315.136
"645705.350049999 217565.74";645705.350049999;217565.74
"645706.147050001 211973.377";645706.147050001;211973.377
"645708.030049998 205360.699";645708.030049998;205360.699
"645708.190049998 209580.036";645708.190049998;209580.036
"645708.539050002 225359.01";645708.539050002;225359.01
"645711.990049999 229845.37";645711.990049999;229845.37
"645712.10605 209581.379";645712.10605;209581.379
"645712.344050001 202310.833";645712.344050001;202310.833
"645712.72005 217543.66";645712.72005;217543.66
"645713.419050001 202307.062";645713.419050001;202307.062
"645713.97205 222090.941";645713.97205;222090.941
"645715.730050001 229844.09";645715.730050001;229844.09
"645715.920049999 209582.988";645715.920049999;209582.988
"645716.83405 202303.862";645716.83405;202303.862
"645718.433049999 209584.161";645718.433049999;209584.161
"645718.600049999 196150.9";645718.600049999;196150.9
"645718.920049999 207977.022";645718.920049999;207977.022
"645718.96105 211963.46";645718.96105;211963.46
"645719.995049998 205347.668";645719.995049998;205347.668
"645720.888050001 209585.449";645720.888050001;209585.449
"645722.859049998 202301.209";645722.859049998;202301.209
"645723.282049999 209586.849";645723.282049999;209586.849
"645723.74405 202300.82";645723.74405;202300.82
"645724.696049999 205346.274";645724.696049999;205346.274
"645725.60805 209588.359";645725.60805;209588.359
"645726.760049999 205343.4";645726.760049999;205343.4
"645727.862050001 209589.974";645727.862050001;209589.974
"645728.471050002 211954.745";645728.471050002;211954.745
"645729.351050001 202298.356";645729.351050001;202298.356
"645730.03805 209591.692";645730.03805;209591.692
"645730.368050002 226737.65";645730.368050002;226737.65
"645732.0 217486.09";645732.0;217486.09
"645732.133049998 209593.509";645732.133049998;209593.509
"645733.353050001 202295.528";645733.353050001;202295.528
"645734.142050002 209595.421";645734.142050002;209595.421
"645735.022050001 207973.868";645735.022050001;207973.868
"645738.251049999 202285.487";645738.251049999;202285.487
"645738.457049999 205340.925";645738.457049999;205340.925
"645740.93505 202280.948";645740.93505;202280.948
"645743.841049999 202277.421";645743.841049999;202277.421
"645744.124049999 182071.473";645744.124049999;182071.473
"645747.035050001 211954.508";645747.035050001;211954.508
"645748.616050001 182054.147";645748.616050001;182054.147
"645750.52005 202275.267";645750.52005;202275.267
"645751.188050002 207968.188";645751.188050002;207968.188
"645751.640050001 229832.17";645751.640050001;229832.17
"645755.747049998 202274.637";645755.747049998;202274.637
"645756.160050001 222071.84";645756.160050001;222071.84
"645761.06605 226740.955";645761.06605;226740.955
"645761.912050001 202275.623";645761.912050001;202275.623
"645762.440049998 232714.99";645762.440049998;232714.99
"645766.030049998 232715.6";645766.030049998;232715.6
"645766.390050001 232720.59";645766.390050001;232720.59
"645768.508049998 182055.43";645768.508049998;182055.43
"645769.28105 202273.591";645769.28105;202273.591
"645769.973049998 182036.75";645769.973049998;182036.75
"645771.661049999 211959.917";645771.661049999;211959.917
"645774.354049999 222099.282";645774.354049999;222099.282
"645776.761050001 225343.319";645776.761050001;225343.319
"645778.364050001 202265.18";645778.364050001;202265.18
"645778.397050001 226738.897";645778.397050001;226738.897
"645780.280049998 225342.525";645780.280049998;225342.525
"645781.56605 222106.292";645781.56605;222106.292
"645782.499049999 202261.801";645782.499049999;202261.801
"645782.873050001 211959.917";645782.873050001;211959.917
"645783.208050001 182027.924";645783.208050001;182027.924
"645786.313050002 202259.489";645786.313050002;202259.489
"645788.17805 209653.151";645788.17805;209653.151
"645788.780049998 217478.07";645788.780049998;217478.07
"645789.854049999 209655.103399999";645789.854049999;209655.103399999
"645790.100049999 205335.03";645790.100049999;205335.03
"645791.590050001 205334.859";645791.590050001;205334.859
"645791.628649998 209656.9672";645791.628649998;209656.9672
"645793.496649999 209658.737";645793.496649999;209658.737
"645794.18505 211962.221";645794.18505;211962.221
"645795.453049999 209660.408";645795.453049999;209660.408
"645795.811050002 202255.953";645795.811050002;202255.953
"645796.030049998 225338.905";645796.030049998;225338.905
"645796.95005 229826.79";645796.95005;229826.79
"645797.27005 232720.5";645797.27005;232720.5
"645797.46305 209661.888";645797.46305;209661.888
"645798.364050001 205329.401";645798.364050001;205329.401
"645798.789050002 211967.33";645798.789050002;211967.33
"645799.545049999 209663.266";645799.545049999;209663.266
"645801.693050001 209664.538";645801.693050001;209664.538
"645803.216049999 202252.385";645803.216049999;202252.385
"645803.90205 209665.702";645803.90205;209665.702
"645805.70005 217447.91";645805.70005;217447.91
"645805.826049998 205326.277";645805.826049998;205326.277
"645806.241050001 209666.834";645806.241050001;209666.834
"645807.594050001 211991.475";645807.594050001;211991.475
"645808.635049999 209667.844";645808.635049999;209667.844
"645808.890050001 222132.85";645808.890050001;222132.85
"645809.423050001 202249.549";645809.423050001;202249.549
"645811.078049999 209668.728";645811.078049999;209668.728
"645811.682050001 205322.419";645811.682050001;205322.419
"645812.784049999 202244.394";645812.784049999;202244.394
"645813.56405 209669.484";645813.56405;209669.484
"645814.436050002 207916.866";645814.436050002;207916.866
"645815.385049999 202238.26";645815.385049999;202238.26
"645815.797049999 209670.081";645815.797049999;209670.081
"645816.103050001 212007.303";645816.103050001;212007.303
"645818.054049999 209670.574";645818.054049999;209670.574
"645819.407049999 212011.009";645819.407049999;212011.009
"645820.151050001 202232.946";645820.151050001;202232.946
"645820.332049999 209670.9626";645820.332049999;209670.9626
"645822.626049999 209671.245";645822.626049999;209671.245
"645822.658050001 205318.321";645822.658050001;205318.321
"645825.157049999 209671.402600002";645825.157049999;209671.402600002
"645826.14305 202230.369";645826.14305;202230.369
"645826.385049999 226725.333";645826.385049999;226725.333
"645827.603050001 212016.916";645827.603050001;212016.916
"645827.694049999 209671.431600001";645827.694049999;209671.431600001
"645829.699050002 207908.271";645829.699050002;207908.271
"645830.228050001 209671.332";645830.228050001;209671.332
"645830.275049999 205321.969";645830.275049999;205321.969
"645831.550050002 222145.067";645831.550050002;222145.067
"645832.500050001 196106.2";645832.500050001;196106.2
"645832.754050002 209671.104";645832.754050002;209671.104
"645832.998050001 202224.079";645832.998050001;202224.079
"645833.78105 205320.882";645833.78105;205320.882
"645835.138050001 226722.861";645835.138050001;226722.861
"645837.158050001 209670.676";645837.158050001;209670.676
"645838.43905 226721.965";645838.43905;226721.965
"645838.99605 205315.616";645838.99605;205315.616
"645840.84905 181999.806";645840.84905;181999.806
"645841.50705 209669.859";645841.50705;209669.859
"645843.440049998 229823.55";645843.440049998;229823.55
"645844.977049999 222152.306";645844.977049999;222152.306
"645845.06605 205311.686";645845.06605;205311.686
"645845.582049999 209668.4276";645845.582049999;209668.4276
"645846.050050002 207903.499";645846.050050002;207903.499
"645846.080049999 232723.99";645846.080049999;232723.99
"645849.51805 209666.648600001";645849.51805;209666.648600001
"645849.821049999 205309.612";645849.821049999;205309.612
"645853.28545 209664.536";645853.28545;209664.536
"645853.820050001 205309.6";645853.820050001;205309.6
"645856.85605 209662.106";645856.85605;209662.106
"645859.090050001 209660.39";645859.090050001;209660.39
"645861.223049998 209658.552";645861.223049998;209658.552
"645861.339049999 212032.744";645861.339049999;212032.744
"645862.410050001 207909.653";645862.410050001;207909.653
"645863.210050002 232725.21";645863.210050002;232725.21
"645863.250050001 209656.596";645863.250050001;209656.596
"645865.100049999 229819.12";645865.100049999;229819.12
"645865.16305 209654.529";645865.16305;209654.529
"645865.72005 232734.06";645865.72005;232734.06
"645867.813050002 209651.164";645867.813050002;209651.164
"645870.164050002 209647.584";645870.164050002;209647.584
"645872.20005 209643.815";645872.20005;209643.815
"645872.34705 202167.196";645872.34705;202167.196
"645872.500050001 217355.56";645872.500050001;217355.56
"645873.530049998 205309.54";645873.530049998;205309.54
"645873.637049999 226720.705";645873.637049999;226720.705
"645873.90605 209639.886";645873.90605;209639.886
"645877.65605 212038.153";645877.65605;212038.153
"645880.670049999 222171.55";645880.670049999;222171.55
"645881.300050002 196087.4";645881.300050002;196087.4
"645882.27905 222173.462";645882.27905;222173.462
"645882.955049999 226750.964";645882.955049999;226750.964
"645883.034049999 182002.386";645883.034049999;182002.386
"645883.815049998 226750.941";645883.815049998;226750.941
"645886.199050002 209609.546";645886.199050002;209609.546
"645886.581050001 222178.573";645886.581050001;222178.573
"645892.300050002 232739.05";645892.300050002;232739.05
"645893.186050002 181995.445";645893.186050002;181995.445
"645896.684050001 205301.678";645896.684050001;205301.678
"645897.022050001 202121.026";645897.022050001;202121.026
"645897.990049999 232740.11";645897.990049999;232740.11
"645900.113049999 229819.243";645900.113049999;229819.243
"645901.047049999 209578.772";645901.047049999;209578.772
"645903.076049998 212043.749";645903.076049998;212043.749
"645903.88005 232741.22";645903.88005;232741.22
"645911.158050001 207935.043";645911.158050001;207935.043
"645915.11705 202089.748";645915.11705;202089.748
"645915.240049999 229819.28";645915.240049999;229819.28
"645917.791049998 212044.651";645917.791049998;212044.651
"645923.769049998 209562.512";645923.769049998;209562.512
"645925.947050001 226751.067";645925.947050001;226751.067
"645927.822050001 209560.795";645927.822050001;209560.795
"645931.97405 209559.336";645931.97405;209559.336
"645933.120049998 205276.3";645933.120049998;205276.3
"645934.309050001 212055.069";645934.309050001;212055.069
"645936.210050002 209558.141";645936.210050002;209558.141
"645937.183049999 182002.088";645937.183049999;182002.088
"645940.513050001 209557.215";645940.513050001;209557.215
"645943.933049999 225308.952";645943.933049999;225308.952
"645945.300050002 196061.8";645945.300050002;196061.8
"645945.320050001 212056.271";645945.320050001;212056.271
"645950.420049999 232749.77";645950.420049999;232749.77
"645950.840050001 229816.77";645950.840050001;229816.77
"645952.50705 208005.481";645952.50705;208005.481
"645957.20905 226751.148";645957.20905;226751.148
"645963.229049999 212065.383";645963.229049999;212065.383
"645963.36005 202038.327";645963.36005;202038.327
"645966.217050001 208042.13";645966.217050001;208042.13
"645969.704050001 196164.489";645969.704050001;196164.489
"645972.23105 196164.643";645972.23105;196164.643
"645977.14305 212068.088";645977.14305;212068.088
"645978.321049999 200065.015";645978.321049999;200065.015
"645978.335050002 200070.076";645978.335050002;200070.076
"645979.339049999 205254.578";645979.339049999;205254.578
"645979.671050001 226745.207";645979.671050001;226745.207
"645979.677049998 200075.741";645979.677049998;200075.741
"645981.81005 200086.138";645981.81005;200086.138
"645981.98505 200054.422";645981.98505;200054.422
"645986.544050001 200044.519";645986.544050001;200044.519
"645987.523049999 200100.228";645987.523049999;200100.228
"645989.998050001 200130.175";645989.998050001;200130.175
"645990.64505 200103.095";645990.64505;200103.095
"645991.114050001 200147.487";645991.114050001;200147.487
"645991.351050001 200124.741";645991.351050001;200124.741
"645992.149050001 200031.911";645992.149050001;200031.911
"645992.500050001 208072.253";645992.500050001;208072.253
"645992.808049999 225299.534";645992.808049999;225299.534
"645993.574050002 200116.632";645993.574050002;200116.632
"645995.129050002 200027.939";645995.129050002;200027.939
"645995.181049999 200156.011";645995.181049999;200156.011
"645996.263050001 225298.917";645996.263050001;225298.917
"645997.965050001 212076.002";645997.965050001;212076.002
"645999.409049999 196149.268";645999.409049999;196149.268
"646000.918049999 200161.404";646000.918049999;200161.404
"646003.112050001 200017.11";646003.112050001;200017.11
"646003.839049999 182008.447";646003.839049999;182008.447
"646004.787050001 196146.26";646004.787050001;196146.26
"646005.103050001 200166.134";646005.103050001;200166.134
"646006.619449999 200166.725";646006.619449999;200166.725
"646007.74405 212082.598";646007.74405;212082.598
"646008.388050001 200167.415";646008.388050001;200167.415
"646010.33805 209556.194";646010.33805;209556.194
"646013.34705 226719.612";646013.34705;226719.612
"646014.052049998 226747.111";646014.052049998;226747.111
"646015.00905 182022.925";646015.00905;182022.925
"646015.430050001 222331.66";646015.430050001;222331.66
"646018.25505 212086.805";646018.25505;212086.805
"646019.204050001 217286.259";646019.204050001;217286.259
"646020.012049999 200007.291";646020.012049999;200007.291
"646022.772050001 205239.861";646022.772050001;205239.861
"646022.818050001 200629.284";646022.818050001;200629.284
"646023.035050001 200633.437";646023.035050001;200633.437
"646024.313050002 200621.432";646024.313050002;200621.432
"646024.862050001 212085.703";646024.862050001;212085.703
"646027.136050001 200616.841";646027.136050001;200616.841
"646028.409049999 200187.015";646028.409049999;200187.015
"646029.33805 200189.049";646029.33805;200189.049
"646030.640050001 222397.887";646030.640050001;222397.887
"646031.07305 200214.756";646031.07305;200214.756
"646031.091049999 200219.451";646031.091049999;200219.451
"646031.10805 200636.167";646031.10805;200636.167
"646031.513050001 200197.061";646031.513050001;200197.061
"646031.98505 200198.799";646031.98505;200198.799
"646033.296050001 200606.823";646033.296050001;200606.823
"646033.729049999 205233.57";646033.729049999;205233.57
"646033.971050002 212070.477";646033.971050002;212070.477
"646034.949050002 200222.635";646034.949050002;200222.635
"646035.47005 200673.593";646035.47005;200673.593
"646035.938050002 200667.399";646035.938050002;200667.399
"646037.67405 200601.135";646037.67405;200601.135
"646038.17605 212067.672";646038.17605;212067.672
"646038.74405 200677.417";646038.74405;200677.417
"646039.124049999 200642.794";646039.124049999;200642.794
"646039.31005 200655.956";646039.31005;200655.956
"646041.899050001 200004.582";646041.899050001;200004.582
"646042.101050001 200649.436";646042.101050001;200649.436
"646042.649050001 200223.043";646042.649050001;200223.043
"646043.63205 200683.126";646043.63205;200683.126
"646044.300050002 187437.2";646044.300050002;187437.2
"646044.407049999 222458.018";646044.407049999;222458.018
"646046.659049999 200593.251";646046.659049999;200593.251
"646046.785050001 212067.672";646046.785050001;212067.672
"646048.56005 222478.242";646048.56005;222478.242
"646050.24605 200004.015";646050.24605;200004.015
"646051.578049999 200225.905";646051.578049999;200225.905
"646051.690049998 212070.076";646051.690049998;212070.076
"646052.329050001 222496.646";646052.329050001;222496.646
"646053.100049999 187446.4";646053.100049999;187446.4
"646053.397050001 200702.454";646053.397050001;200702.454
"646054.118050002 200713.158";646054.118050002;200713.158
"646054.399050001 200694.062";646054.399050001;200694.062
"646054.419050001 226732.691";646054.419050001;226732.691
"646059.414050002 212076.345";646059.414050002;212076.345
"646060.59705 200238.121";646060.59705;200238.121
"646062.400049999 187408.4";646062.400049999;187408.4
"646062.460050002 196113.64";646062.460050002;196113.64
"646062.67605 222550.892";646062.67605;222550.892
"646064.304049999 200733.788";646064.304049999;200733.788
"646065.164250001 200744.911";646065.164250001;200744.911
"646065.350049999 229808.67";646065.350049999;229808.67
"646065.605050001 200590.309";646065.605050001;200590.309
"646066.12105 212082.656";646066.12105;212082.656
"646066.190049998 200758.178";646066.190049998;200758.178
"646067.639049999 200004.24";646067.639049999;200004.24
"646068.249049999 200241.305";646068.249049999;200241.305
"646068.487050001 209556.127";646068.487050001;209556.127
"646069.403050002 198855.05";646069.403050002;198855.05
"646069.94105 198886.742";646069.94105;198886.742
"646070.044050001 198879.449";646070.044050001;198879.449
"646070.765050001 198841.42";646070.765050001;198841.42
"646071.74405 209556.203";646071.74405;209556.203
"646072.055050001 198865.859";646072.055050001;198865.859
"646072.628049999 212085.761";646072.628049999;212085.761
"646072.95205 198901.202";646072.95205;198901.202
"646074.683049999 200247.043";646074.683049999;200247.043
"646074.748050001 200586.366";646074.748050001;200586.366
"646075.0 209556.116";646075.0;209556.116
"646075.083050001 198691.682";646075.083050001;198691.682
"646075.385049999 198694.281";646075.385049999;198694.281
"646075.56605 198710.624";646075.56605;198710.624
"646076.17805 222618.061";646076.17805;222618.061
"646076.579050001 200248.735";646076.579050001;200248.735
"646076.692049999 208063.931";646076.692049999;208063.931
"646077.638050001 198728.211";646077.638050001;198728.211
"646078.249049999 209555.866";646078.249049999;209555.866
"646078.30305 198747.666";646078.30305;198747.666
"646078.305050001 198741.924";646078.305050001;198741.924
"646078.320050001 198736.421";646078.320050001;198736.421
"646078.596050002 198722.803";646078.596050002;198722.803
"646078.78805 205223.149";646078.78805;205223.149
"646078.97005 198906.47";646078.97005;198906.47
"646079.182050001 198752.991";646079.182050001;198752.991
"646079.27005 232773.44";646079.27005;232773.44
"646079.33405 198830.161";646079.33405;198830.161
"646079.828049999 200579.135";646079.828049999;200579.135
"646080.36005 199999.573";646080.36005;199999.573
"646080.668249998 200576.998199999";646080.668249998;200576.998199999
"646081.480050001 209555.453";646081.480050001;209555.453
"646082.208050001 198815.537";646082.208050001;198815.537
"646084.57705 200252.305";646084.57705;200252.305
"646084.70205 198761.687";646084.70205;198761.687
"646084.706050001 200537.142";646084.706050001;200537.142
"646084.809050001 198795.108";646084.809050001;198795.108
"646084.92825 200538.945";646084.92825;200538.945
"646085.011050001 209554.803";646085.011050001;209554.803
"646085.732050002 198785.361";646085.732050002;198785.361
"646086.863049999 199994.744";646086.863049999;199994.744
"646087.24405 200528.304";646087.24405;200528.304
"646087.48505 200559.664";646087.48505;200559.664
"646087.73505 198768.728";646087.73505;198768.728
"646088.203049999 226750.187";646088.203049999;226750.187
"646088.42605 198923.315";646088.42605;198923.315
"646088.500050001 209553.958";646088.500050001;209553.958
"646089.157049999 199918.488";646089.157049999;199918.488
"646090.381050002 200773.595";646090.381050002;200773.595
"646090.715050001 222691.051";646090.715050001;222691.051
"646091.938050002 209552.922";646091.938050002;209552.922
"646092.058049999 199912.942";646092.058049999;199912.942
"646092.425050002 199940.86";646092.425050002;199940.86
"646092.544050001 199927.26";646092.544050001;199927.26
"646092.942049999 200329.764";646092.942049999;200329.764
"646093.146049999 199946.869";646093.146049999;199946.869
"646093.861049999 200320.695";646093.861049999;200320.695
"646094.60805 200522.155";646094.60805;200522.155
"646095.148049999 199982.474";646095.148049999;199982.474
"646095.217050001 199961.956";646095.217050001;199961.956
"646095.313050002 209551.697";646095.313050002;209551.697
"646095.40605 199973.845";646095.40605;199973.845
"646095.732050002 200835.378";646095.732050002;200835.378
"646095.988049999 200854.297";646095.988049999;200854.297
"646096.262850001 200781.0812";646096.262850001;200781.0812
"646096.311050002 200312.306";646096.311050002;200312.306
"646096.830049999 199903.019";646096.830049999;199903.019
"646097.930050001 200820.198";646097.930050001;200820.198
"646097.95205 200783.231";646097.95205;200783.231
"646098.036049999 209550.626";646098.036049999;209550.626
"646098.228050001 199977.748";646098.228050001;199977.748
"646099.192049999 200340.838";646099.192049999;200340.838
"646099.403050002 200472.29";646099.403050002;200472.29
"646100.14305 200349.545";646100.14305;200349.545
"646100.577849999 200474.184";646100.577849999;200474.184
"646100.707049999 209549.433";646100.707049999;209549.433
"646100.784049999 198933.988";646100.784049999;198933.988
"646101.340050001 229778.1";646101.340050001;229778.1
"646101.52005 200258.83";646101.52005;200258.83
"646101.579050001 199895.731";646101.579050001;199895.731
"646101.596050002 200362.86";646101.596050002;200362.86
"646101.958050001 212078.749";646101.958050001;212078.749
"646102.70005 200365.008";646102.70005;200365.008
"646102.745049998 201770.517";646102.745049998;201770.517
"646102.752050001 200296.52";646102.752050001;200296.52
"646102.92405 200459.603";646102.92405;200459.603
"646103.32305 209548.121";646103.32305;209548.121
"646103.35805 200478.666";646103.35805;200478.666
"646104.627050001 200401.814";646104.627050001;200401.814
"646104.79005 198634.13";646104.79005;198634.13
"646105.640050001 200266.283";646105.640050001;200266.283
"646105.876049999 209546.692";646105.876049999;209546.692
"646106.489050001 200793.909";646106.489050001;200793.909
"646106.572050001 200413.657";646106.572050001;200413.657
"646106.75905 200372.91";646106.75905;200372.91
"646107.13405 200812.633";646107.13405;200812.633
"646107.332049999 200269.345";646107.332049999;200269.345
"646107.38005 200418.579";646107.38005;200418.579
"646107.57505 200444.237";646107.57505;200444.237
"646107.644049998 200515.114";646107.644049998;200515.114
"646107.908050001 208045.279";646107.908050001;208045.279
"646108.45205 200425.11";646108.45205;200425.11
"646109.146049999 200394.038";646109.146049999;200394.038
"646109.26805 200434.658";646109.26805;200434.658
"646109.533050001 200437.768";646109.533050001;200437.768
"646109.649050001 198943.466";646109.649050001;198943.466
"646109.990049999 196180.59";646109.990049999;196180.59
"646110.079050001 200806.154";646110.079050001;200806.154
"646110.09505 201789.217";646110.09505;201789.217
"646110.271049999 200867.29";646110.271049999;200867.29
"646110.66505 209543.485";646110.66505;209543.485
"646111.500050001 187360.3";646111.500050001;187360.3
"646111.563050002 199887.998";646111.563050002;199887.998
"646112.196049999 226771.277";646112.196049999;226771.277
"646112.351050001 200867.993";646112.351050001;200867.993
"646113.547049999 198952.399";646113.547049999;198952.399
"646114.365049999 200376.259";646114.365049999;200376.259
"646114.67405 199878.68";646114.67405;199878.68
"646115.151050001 209539.866";646115.151050001;209539.866
"646115.445050001 212082.956";646115.445050001;212082.956
"646115.533050001 199868.229";646115.533050001;199868.229
"646115.664050002 199867.375";646115.664050002;199867.375
"646115.813050002 200380.06";646115.813050002;200380.06
"646115.990049999 200385.738";646115.990049999;200385.738
"646116.640050001 229675.53";646116.640050001;229675.53
"646116.900049999 196082.5";646116.900049999;196082.5
"646117.14505 199873.078";646117.14505;199873.078
"646117.282049999 198966.275";646117.282049999;198966.275
"646117.669050001 199864.863";646117.669050001;199864.863
"646117.692049999 201039.62";646117.692049999;201039.62
"646117.900049999 187332.2";646117.900049999;187332.2
"646118.02005 205214.834";646118.02005;205214.834
"646118.250050001 201842.63";646118.250050001;201842.63
"646118.960050002 225275.26";646118.960050002;225275.26
"646119.177049998 200507.241";646119.177049998;200507.241
"646120.111049999 200491.42";646120.111049999;200491.42
"646120.407850001 200503.593800001";646120.407850001;200503.593800001
"646120.747049998 200870.831";646120.747049998;200870.831
"646120.88005 208042.624";646120.88005;208042.624
"646121.05305 201013.121";646121.05305;201013.121
"646121.237050001 201009.074";646121.237050001;201009.074
"646121.669050001 200499.855";646121.669050001;200499.855
"646123.23505 201088.417";646123.23505;201088.417
"646124.153050002 200992.914";646124.153050002;200992.914
"646125.82505 201096.669";646125.82505;201096.669
"646125.956050001 212090.469";646125.956050001;212090.469
"646128.661049999 200983.134";646128.661049999;200983.134
"646129.919050001 200965.958";646129.919050001;200965.958
"646130.14105 200952.643";646130.14105;200952.643
"646132.680050001 198976.016";646132.680050001;198976.016
"646133.408050001 199856.613";646133.408050001;199856.613
"646134.201049998 200938.747";646134.201049998;200938.747
"646134.433049999 222735.526";646134.433049999;222735.526
"646135.762049999 198992.161";646135.762049999;198992.161
"646135.943050001 212099.21";646135.943050001;212099.21
"646137.569049999 200887.022";646137.569049999;200887.022
"646137.607050002 200927.073";646137.607050002;200927.073
"646137.785050001 209520.405";646137.785050001;209520.405
"646138.398049999 226798.839";646138.398049999;226798.839
"646139.422049999 199850.165";646139.422049999;199850.165
"646139.900049999 187291.8";646139.900049999;187291.8
"646140.331050001 199003.308";646140.331050001;199003.308
"646141.462049998 201123.334";646141.462049998;201123.334
"646141.482050002 200920.567";646141.482050002;200920.567
"646142.70005 196166.6";646142.70005;196166.6
"646142.750050001 212107.725";646142.750050001;212107.725
"646143.226050001 200917.639";646143.226050001;200917.639
"646143.419050001 199018.696";646143.419050001;199018.696
"646143.48305 199842.016";646143.48305;199842.016
"646143.500050001 229741.81";646143.500050001;229741.81
"646144.752050001 200915.077";646144.752050001;200915.077
"646145.161049999 200898.159";646145.161049999;200898.159
"646145.190049998 199840.666";646145.190049998;199840.666
"646145.54005 205210.65";646145.54005;205210.65
"646145.850049999 200907.632";646145.850049999;200907.632
"646147.055050001 212115.038";646147.055050001;212115.038
"646148.300050002 187744.3";646148.300050002;187744.3
"646149.84505 199836.984";646149.84505;199836.984
"646153.843049999 225267.404";646153.843049999;225267.404
"646154.06005 232787.18";646154.06005;232787.18
"646155.936050002 222757.288";646155.936050002;222757.288
"646156.036049999 199028.946";646156.036049999;199028.946
"646156.265050001 212124.153";646156.265050001;212124.153
"646156.705049999 201725.618";646156.705049999;201725.618
"646156.925050002 226823.856";646156.925050002;226823.856
"646157.600049999 232787.75";646157.600049999;232787.75
"646158.037050001 201137.504";646158.037050001;201137.504
"646158.069049999 181995.986";646158.069049999;181995.986
"646159.352049999 208049.075";646159.352049999;208049.075
"646160.06005 226940.03";646160.06005;226940.03
"646160.440049998 199034.444";646160.440049998;199034.444
"646163.580049999 226997.98";646163.580049999;226997.98
"646164.333050001 209494.756";646164.333050001;209494.756
"646165.082049999 199830.668";646165.082049999;199830.668
"646168.234049998 226845.783";646168.234049998;226845.783
"646169.37105 226855.643";646169.37105;226855.643
