row ID,Durchscnittsnote 3 Schuljahr,Schule 1=KSALP 2=KSBER 3=KSREU 4=KSSCH 5=KSSEE 6=KSSUR 7=KSWIL,BRank_Steuerbelastung,BRank_Erreichbarkeit,Geschlecht 1=1 2=2,Heimatland 1=CH 2=D 3=Andere,Durchscnittsnote Matura
L-411732-KSALP,4.15,1,3,3,2,1,4.72
L-410382-KSALP,4.35,1,3,3,2,1,4.91
L-411227-KSALP,4.54,1,3,3,2,1,5.09
L-409538-KSALP,4.82,1,3,3,1,1,5.25
L-409758-KSALP,4.38,1,3,3,2,1,4.91
L-409395-KSALP,4.5,1,3,3,1,1,4.91
L-410485-KSALP,4.12,1,3,3,2,2,4.72
L-411676-KSALP,4.15,1,3,3,2,1,4.66
L-410385-KSALP,4.35,1,3,3,2,1,4.84
L-410392-KSALP,4.88,1,3,3,1,1,5.28
L-409517-KSALP,4.62,1,3,3,1,1,5.0
L-409510-KSALP,4.54,1,3,3,1,1,4.91
L-411671-KSALP,4.69,1,3,3,2,1,5.16
L-410435-KSALP,4.77,1,3,3,1,1,5.13
L-408739-KSALP,4.96,1,3,3,2,1,5.41
L-411692-KSALP,4.31,1,3,3,2,1,4.75
L-411718-KSALP,4.65,1,3,3,2,1,5.09
L-411720-KSALP,5.04,1,3,3,1,1,5.38
L-408819-KSALP,5.23,1,3,3,1,1,5.56
L-408712-KSALP,4.39,1,3,3,1,1,4.72
L-410468-KSALP,4.96,1,3,3,1,1,5.28
L-408822-KSALP,4.25,1,3,3,1,1,4.56
L-410460-KSALP,4.5,1,3,3,1,1,4.81
L-408781-KSALP,5.38,1,3,3,2,1,5.79
L-501994-KSSCH,5.33,4,3,3,1,1,5.53
L-411662-KSALP,5.08,1,3,3,2,1,5.47
L-408749-KSALP,4.96,1,3,3,2,1,5.35
L-409603-KSALP,4.68,1,3,3,1,1,4.97
L-410684-KSALP,4.42,1,3,3,1,2,4.81
L-410389-KSALP,4.31,1,3,3,1,1,4.59
L-408766-KSALP,4.25,1,3,3,1,3,4.53
L-411704-KSALP,4.5,1,3,3,2,1,4.88
L-411210-KSALP,5.08,1,3,3,1,1,5.34
L-408726-KSALP,4.58,1,3,3,2,1,4.94
L-408738-KSALP,4.96,1,3,3,1,1,5.22
L-411250-KSALP,4.18,1,3,3,2,1,4.53
L-410476-KSALP,4.35,1,3,3,1,1,4.59
L-409773-KSALP,4.69,1,3,3,1,1,4.94
L-410480-KSALP,4.46,1,3,3,1,1,4.69
L-409526-KSALP,5.0,1,3,3,1,1,5.22
L-409565-KSALP,4.31,1,3,3,2,1,4.63
L-411196-KSALP,4.35,1,3,3,1,1,4.56
L-411690-KSALP,4.85,1,3,3,1,1,5.06
L-408770-KSALP,4.63,1,3,3,2,1,4.94
L-411202-KSALP,4.54,1,3,3,1,1,4.75
L-411663-KSALP,4.85,1,3,3,2,1,5.16
L-411189-KSALP,4.69,1,3,3,2,1,5.0
L-409563-KSALP,4.58,1,3,3,1,1,4.78
L-408725-KSALP,4.38,1,3,3,2,1,4.69
L-409514-KSALP,4.42,1,3,3,1,1,4.63
L-411427-KSALP,4.5,1,3,3,1,1,4.7
L-408757-KSALP,4.77,1,3,3,1,1,4.97
L-408745-KSALP,4.42,1,3,3,2,1,4.72
L-410373-KSALP,4.77,1,3,3,2,1,5.06
L-409346-KSALP,4.71,1,3,3,2,1,5.0
L-408736-KSALP,4.65,1,3,3,2,1,4.94
L-410387-KSALP,5.65,1,3,3,2,1,5.94
L-409562-KSALP,4.5,1,3,3,2,1,4.78
L-408787-KSALP,4.52,1,3,3,2,1,4.78
L-408762-KSALP,4.46,1,3,3,2,1,4.72
L-411230-KSALP,4.35,1,3,3,1,1,4.5
L-408808-KSALP,4.35,1,3,3,2,1,4.59
L-409579-KSALP,4.69,1,3,3,2,1,4.94
L-411706-KSALP,4.73,1,3,3,1,1,4.88
L-408741-KSALP,4.86,1,3,3,1,1,5.0
L-411874-KSALP,5.42,1,3,3,2,2,5.75
L-411699-KSALP,4.31,1,3,3,2,1,4.53
L-457953-KSREU,4.41,3,3,3,1,2,4.53
L-410619-KSALP,4.38,1,3,3,2,1,4.59
L-411708-KSALP,4.5,1,3,3,2,1,4.72
L-456759-KSREU,4.55,3,3,3,1,1,4.56
L-409600-KSALP,4.35,1,3,3,2,1,4.56
L-409593-KSALP,4.73,1,3,3,1,1,4.84
L-409532-KSALP,4.42,1,3,3,2,2,4.73
L-410410-KSALP,4.92,1,3,3,1,1,5.03
L-408734-KSALP,4.92,1,3,3,2,1,5.13
L-410394-KSALP,5.0,1,3,3,2,1,5.2
L-411206-KSALP,4.15,1,3,3,1,1,4.25
L-411216-KSALP,4.15,1,3,3,1,1,4.25
L-410406-KSALP,4.88,1,3,3,2,1,5.06
L-408789-KSALP,5.04,1,3,3,1,1,5.13
L-411241-KSALP,5.04,1,3,3,1,1,5.13
L-410473-KSALP,4.19,1,3,3,2,1,4.38
L-410390-KSALP,4.36,1,3,3,1,1,4.44
L-502635-KSSCH,4.86,4,3,3,1,1,4.84
L-410379-KSALP,4.46,1,3,3,1,1,4.53
L-408751-KSALP,4.88,1,3,3,1,1,4.94
L-408755-KSALP,4.69,1,3,3,2,1,4.84
L-412130-KSALP,4.79,1,3,3,2,1,4.94
L-408886-KSALP,4.42,1,3,3,1,1,4.47
L-411233-KSALP,5.12,1,3,3,1,1,5.16
L-409582-KSALP,4.27,1,3,3,2,1,4.41
L-411710-KSALP,4.27,1,3,3,2,1,4.41
L-410384-KSALP,4.31,1,3,3,1,1,4.34
L-410405-KSALP,4.46,1,3,3,1,1,4.5
L-411204-KSALP,4.65,1,3,3,1,1,4.69
L-408732-KSALP,4.31,1,3,3,2,1,4.44
L-408778-KSALP,4.81,1,3,3,2,1,4.94
L-410397-KSALP,4.5,1,3,3,2,1,4.63
L-409584-KSALP,4.57,1,3,3,1,1,4.59
L-411738-KSALP,5.23,1,3,3,1,1,5.25
L-408817-KSALP,4.54,1,3,3,2,1,4.66
L-410412-KSALP,5.08,1,3,3,1,1,5.09
L-411225-KSALP,4.62,1,3,3,1,1,4.63
L-411682-KSALP,5.27,1,3,3,2,1,5.38
L-408999-KSALP,4.21,1,3,3,2,1,4.31
L-410323-KSALP,5.0,1,3,3,1,1,5.0
L-411274-KSALP,4.35,1,3,3,1,1,4.34
L-411169-KSALP,5.04,1,3,3,1,1,5.03
L-408785-KSALP,4.35,1,3,3,2,1,4.44
L-408790-KSALP,4.85,1,3,3,2,1,4.94
L-411221-KSALP,4.85,1,3,3,2,1,4.94
L-411200-KSALP,4.42,1,3,3,1,1,4.41
L-410395-KSALP,4.92,1,3,3,1,1,4.91
L-408723-KSALP,4.23,1,3,3,2,1,4.31
L-408558-KSALP,4.89,1,3,3,1,1,4.87
L-409605-KSALP,4.19,1,3,3,2,1,4.27
L-410401-KSALP,4.96,1,3,3,1,1,4.94
L-457258-KSREU,4.41,3,3,3,2,1,4.38
L-411659-KSALP,4.65,1,3,3,2,1,4.72
L-409521-KSALP,4.65,1,3,3,1,1,4.62
L-409731-KSALP,4.5,1,3,3,2,1,4.56
L-410377-KSALP,5.04,1,3,3,1,1,5.0
L-408821-KSALP,5.77,1,3,3,1,1,5.72
L-409558-KSALP,4.36,1,3,3,2,1,4.41
L-411096-KSALP,4.42,1,3,3,2,1,4.47
L-410444-KSALP,4.65,1,3,3,1,1,4.59
L-408793-KSALP,4.46,1,3,3,2,1,4.5
L-411171-KSALP,4.5,1,3,3,2,1,4.53
L-411657-KSALP,4.35,1,3,3,2,1,4.38
L-411228-KSALP,4.32,1,3,3,2,1,4.34
L-411167-KSALP,5.32,1,3,3,2,1,5.34
L-411234-KSALP,4.42,1,3,3,1,1,4.34
L-411695-KSALP,4.62,1,3,3,1,1,4.53
L-410246-KSALP,5.29,1,3,3,1,1,5.2
L-408709-KSALP,4.46,1,3,3,1,1,4.38
L-409573-KSALP,4.65,1,3,3,1,1,4.56
L-410421-KSALP,4.5,1,3,3,1,1,4.41
L-458348-KSREU,4.68,3,3,3,2,2,4.69
L-408791-KSALP,4.96,1,3,3,1,1,4.87
L-408703-KSALP,5.19,1,3,3,1,1,5.09
L-409581-KSALP,4.35,1,3,3,2,1,4.34
L-411252-KSALP,4.82,1,3,3,1,1,4.72
L-409607-KSALP,4.19,1,3,3,2,1,4.19
L-408806-KSALP,4.69,1,3,3,2,1,4.69
L-411173-KSALP,4.58,1,3,3,2,1,4.56
L-409537-KSALP,5.18,1,3,3,1,1,5.06
L-411182-KSALP,4.46,1,3,3,2,3,4.44
L-410426-KSALP,4.81,1,3,3,2,1,4.78
L-411321-KSALP,4.81,1,3,3,2,1,4.78
L-409520-KSALP,4.5,1,3,3,2,1,4.47
L-411800-KSALP,4.5,1,3,3,2,1,4.47
L-408783-KSALP,4.93,1,3,3,1,1,4.79
L-409534-KSALP,4.58,1,3,3,1,3,4.44
L-409588-KSALP,5.69,1,3,3,2,1,5.66
L-408804-KSALP,4.38,1,3,3,2,2,4.44
L-408771-KSALP,4.31,1,3,3,1,1,4.16
L-409586-KSALP,5.12,1,3,3,2,1,5.06
L-408775-KSALP,4.85,1,3,3,1,1,4.69
L-408997-KSALP,4.5,1,3,3,2,1,4.44
L-409523-KSALP,4.54,1,3,3,1,1,4.38
L-408813-KSALP,5.12,1,3,3,1,1,4.94
L-411255-KSALP,5.31,1,3,3,1,1,5.13
L-409569-KSALP,4.54,1,3,3,1,1,4.35
L-457928-KSREU,4.45,3,3,3,1,1,4.16
L-408627-KSALP,4.69,1,3,3,2,3,4.59
L-411258-KSALP,4.64,1,3,3,1,1,4.44
L-408809-KSALP,4.89,1,3,3,1,1,4.69
L-409549-KSALP,4.88,1,3,3,2,1,4.76
L-408759-KSALP,5.29,1,3,3,1,1,5.06
L-411235-KSALP,4.5,1,3,3,2,1,4.38
L-411672-KSALP,4.85,1,3,3,1,1,4.62
L-408707-KSALP,5.23,1,3,3,1,1,5.0
L-410424-KSALP,4.54,1,3,3,2,1,4.41
L-408721-KSALP,4.67,1,3,3,2,1,4.53
L-410420-KSALP,4.89,1,3,3,1,1,4.66
L-411703-KSALP,5.0,1,3,3,1,1,4.75
L-409518-KSALP,4.65,1,3,3,2,1,4.5
L-412075-KSALP,4.79,1,3,3,1,1,4.53
L-408743-KSALP,4.35,1,3,3,2,1,4.19
L-411688-KSALP,4.88,1,3,3,1,1,4.63
L-411264-KSALP,4.46,1,3,3,2,1,4.28
L-408796-KSALP,4.65,1,3,3,1,1,4.38
L-411712-KSALP,5.46,1,3,3,2,1,5.28
L-408811-KSALP,4.86,1,3,3,1,1,4.56
L-408719-KSALP,5.11,1,3,3,1,1,4.81
L-409577-KSALP,4.54,1,3,3,2,1,4.34
L-408747-KSALP,4.77,1,3,3,2,1,4.56
L-410403-KSALP,4.62,1,3,3,2,1,4.41
L-411180-KSALP,5.12,1,3,3,2,1,4.91
L-408730-KSALP,5.0,1,3,3,1,1,4.69
L-409529-KSALP,4.35,1,3,3,2,1,4.13
L-410416-KSALP,5.19,1,3,3,1,1,4.87
L-408798-KSALP,4.65,1,3,3,2,1,4.41
L-411661-KSALP,4.54,1,3,3,1,1,4.19
L-411440-KSALP,4.75,1,3,3,2,1,4.5
L-411651-KSALP,5.62,1,3,3,1,1,5.25
L-456761-KSREU,4.91,3,3,3,2,1,4.5
L-411362-KSALP,4.73,1,3,3,2,1,4.41
L-408710-KSALP,4.54,1,3,3,2,2,4.31
L-411184-KSALP,4.77,1,3,3,2,1,4.44
L-411701-KSALP,5.0,1,3,3,1,1,4.56
L-411262-KSALP,5.0,1,3,3,1,1,4.5
L-409590-KSALP,4.73,1,3,3,2,1,4.31
L-411680-KSALP,4.68,1,3,3,1,1,4.16
L-411177-KSALP,4.33,1,3,3,2,1,3.84
L-409568-KSALP,4.92,1,3,3,2,1,4.43
L-408700-KSALP,5.12,1,3,3,2,1,4.53
L-302573-KSWIL,4.54,7,3,3,2,1,4.88
L-302575-KSWIL,4.15,7,3,3,2,1,4.41
L-302885-KSWIL,4.85,7,3,3,2,1,4.88
L-302891-KSWIL,5.04,7,3,3,2,1,5.0
L-302576-KSWIL,5.42,7,3,3,1,1,5.13
L-303737-KSWIL,4.92,7,3,3,1,1,4.56
L-303147-KSWIL,5.27,7,3,3,1,1,4.78
L-410559-KSALP,4.29,1,2,1,2,1,5.25
L-410257-KSALP,4.12,1,2,1,2,1,5.0
L-412126-KSALP,4.42,1,2,1,1,3,5.09
L-410312-KSALP,4.19,1,2,1,2,1,4.91
L-409509-KSALP,4.57,1,2,1,1,1,5.16
L-408565-KSALP,4.38,1,2,1,1,1,4.97
L-410986-KSALP,4.61,1,2,1,1,1,5.19
L-410255-KSALP,4.12,1,2,1,2,1,4.78
L-456495-KSREU,4.29,3,2,1,1,1,4.75
L-410523-KSALP,4.81,1,2,1,2,1,5.44
L-410277-KSALP,4.38,1,2,1,1,1,4.91
L-410725-KSALP,4.69,1,2,1,2,1,5.31
L-408852-KSALP,4.38,1,2,1,2,1,5.0
L-455374-KSREU,4.08,3,2,1,2,3,4.59
L-410518-KSALP,4.29,1,2,1,1,1,4.78
L-456627-KSREU,4.13,3,2,1,2,1,4.59
L-410281-KSALP,4.19,1,2,1,1,1,4.66
L-411122-KSALP,4.23,1,2,1,2,1,4.78
L-409367-KSALP,4.43,1,2,1,1,1,4.88
L-409307-KSALP,4.5,1,2,1,1,1,4.94
L-409357-KSALP,4.81,1,2,1,2,1,5.34
L-409326-KSALP,4.54,1,2,1,2,1,5.06
L-502143-KSSCH,4.21,4,2,1,1,1,4.53
L-456597-KSREU,4.33,3,2,1,2,1,4.75
L-412068-KSALP,4.67,1,2,1,1,1,5.07
L-410304-KSALP,4.07,1,2,1,1,1,4.47
L-455437-KSREU,4.33,3,2,1,1,1,4.63
L-455482-KSREU,4.58,3,2,1,1,1,4.88
L-456557-KSREU,4.96,3,2,1,1,1,5.25
L-410003-KSALP,4.93,1,2,1,1,1,5.31
L-411048-KSALP,4.42,1,2,1,2,1,4.91
L-409445-KSALP,4.5,1,2,1,1,1,4.88
L-408411-KSALP,4.46,1,2,1,2,1,4.94
L-409492-KSALP,4.46,1,2,1,2,1,4.94
L-457979-KSREU,4.73,3,2,1,1,1,5.0
L-408938-KSALP,4.15,1,2,1,2,1,4.63
L-410965-KSALP,4.23,1,2,1,1,1,4.59
L-502565-KSSCH,4.41,4,2,1,1,2,4.77
L-411036-KSALP,4.14,1,2,1,1,3,4.5
L-410117-KSALP,4.77,1,2,1,1,1,5.13
L-455390-KSREU,5.08,3,2,1,2,1,5.44
L-457472-KSREU,5.25,3,2,1,1,1,5.5
L-458473-KSREU,4.59,3,2,1,1,3,4.83
L-410307-KSALP,4.38,1,2,1,1,1,4.72
L-410314-KSALP,4.38,1,2,1,1,1,4.72
L-455431-KSREU,4.42,3,2,1,2,1,4.75
L-410581-KSALP,5.35,1,2,1,1,1,5.68
L-455963-KSREU,4.33,3,2,1,1,1,4.56
L-456593-KSREU,5.21,3,2,1,1,3,5.44
L-410247-KSALP,4.32,1,2,1,2,1,4.75
L-410238-KSALP,4.42,1,2,1,1,1,4.75
L-408383-KSALP,4.92,1,2,1,1,1,5.25
L-455383-KSREU,5.21,3,2,1,2,1,5.53
L-408467-KSALP,4.43,1,2,1,1,1,4.75
L-411803-KSALP,4.27,1,2,1,2,1,4.69
L-410320-KSALP,4.31,1,2,1,2,1,4.72
L-409435-KSALP,4.85,1,2,1,1,1,5.16
L-409641-KSALP,4.85,1,2,1,1,1,5.16
L-455823-KSREU,4.92,3,2,1,1,1,5.13
L-456544-KSREU,5.04,3,2,1,1,1,5.25
L-457127-KSREU,5.17,3,2,1,1,1,5.38
L-410591-KSALP,4.29,1,2,1,1,1,4.59
L-411840-KSALP,5.08,1,2,1,1,1,5.38
L-409463-KSALP,4.32,1,2,1,2,1,4.72
L-411081-KSALP,4.77,1,2,1,1,1,5.06
L-409039-KSALP,4.93,1,2,1,1,1,5.22
L-408516-KSALP,4.46,1,2,1,1,1,4.75
L-408385-KSALP,4.96,1,2,1,1,1,5.25
L-411031-KSALP,5.39,1,2,1,2,1,5.78
L-457626-KSREU,4.5,3,2,1,1,1,4.69
L-455227-KSREU,5.0,3,2,1,1,1,5.19
L-410529-KSALP,4.5,1,2,1,1,1,4.78
L-456609-KSREU,5.5,3,2,1,2,1,5.78
L-411318-KSALP,4.81,1,2,1,2,1,5.19
L-411133-KSALP,4.85,1,2,1,2,1,5.22
L-410414-KSALP,4.38,1,2,1,1,1,4.66
L-455826-KSREU,5.36,3,2,1,1,1,5.53
L-409485-KSALP,4.81,1,2,1,2,1,5.18
L-410126-KSALP,4.58,1,2,1,1,1,4.84
L-409388-KSALP,5.08,1,2,1,1,1,5.34
L-456633-KSREU,4.83,3,2,1,1,1,5.0
L-410190-KSALP,4.69,1,2,1,2,1,5.06
L-411798-KSALP,4.92,1,2,1,1,1,5.19
L-409763-KSALP,5.08,1,2,1,2,1,5.44
L-411024-KSALP,4.73,1,2,1,1,2,5.09
L-456551-KSREU,5.21,3,2,1,2,1,5.47
L-458465-KSREU,5.33,3,2,1,2,1,5.59
L-408440-KSALP,4.65,1,2,1,1,1,4.91
L-409460-KSALP,4.08,1,2,1,1,1,4.33
L-410945-KSALP,4.27,1,2,1,2,1,4.63
L-409505-KSALP,4.46,1,2,1,1,1,4.72
L-410215-KSALP,4.65,1,2,1,1,1,4.91
L-457450-KSREU,4.38,3,2,1,2,1,4.63
L-456986-KSREU,5.0,3,2,1,2,1,5.25
L-408471-KSALP,4.65,1,2,1,2,1,5.0
L-455819-KSREU,4.54,3,2,1,1,1,4.69
L-457195-KSREU,4.54,3,2,1,1,1,4.69
L-412719-KSALP,4.19,1,2,1,1,1,4.44
L-408590-KSALP,5.07,1,2,1,1,1,5.31
L-408386-KSALP,4.19,1,2,1,2,1,4.53
L-410491-KSALP,4.19,1,2,1,2,1,4.53
L-411062-KSALP,5.23,1,2,1,1,1,5.47
L-457500-KSREU,4.46,3,2,1,1,1,4.59
L-456591-KSREU,5.08,3,2,1,1,1,5.22
L-410316-KSALP,4.23,1,2,1,2,1,4.56
L-411668-KSALP,4.73,1,2,1,1,2,5.06
L-411137-KSALP,5.11,1,2,1,2,1,5.44
L-456978-KSREU,4.71,3,2,1,2,1,4.94
L-409503-KSALP,4.21,1,2,1,1,1,4.44
L-457550-KSREU,4.75,3,2,1,1,1,4.88
L-409403-KSALP,4.27,1,2,1,2,1,4.59
L-411012-KSALP,5.31,1,2,1,1,1,5.53
L-411035-KSALP,4.96,1,2,1,1,1,5.19
L-409420-KSALP,5.21,1,2,1,1,1,5.44
L-411829-KSALP,4.15,1,2,1,1,1,4.38
L-408638-KSALP,4.85,1,2,1,1,1,5.06
L-410288-KSALP,4.15,1,2,1,2,1,4.47
L-457710-KSREU,4.32,3,2,1,2,1,4.53
L-409449-KSALP,4.5,1,2,1,1,2,4.81
L-408415-KSALP,5.0,1,2,1,2,1,5.31
L-408933-KSALP,4.31,1,2,1,2,1,4.63
L-411050-KSALP,4.35,1,2,1,2,1,4.66
L-410325-KSALP,4.82,1,2,1,1,1,5.03
L-409497-KSALP,4.19,1,2,1,2,1,4.5
L-502483-KSSCH,4.64,4,2,1,1,1,4.75
L-409431-KSALP,4.61,1,2,1,1,1,4.81
L-409399-KSALP,4.04,1,2,1,2,1,4.34
L-409619-KSALP,5.38,1,2,1,1,1,5.59
L-410807-KSALP,4.88,1,2,1,1,2,5.19
L-457264-KSREU,4.77,3,2,1,1,3,4.88
L-411124-KSALP,4.42,1,2,1,1,1,4.63
L-552582-KSBER,4.45,2,2,1,2,1,4.66
L-411942-KSALP,4.73,1,2,1,2,1,5.03
L-408587-KSALP,4.58,1,2,1,2,1,4.88
L-456722-KSREU,4.46,3,2,1,2,1,4.66
L-457065-KSREU,5.08,3,2,1,2,1,5.28
L-411043-KSALP,4.93,1,2,1,1,1,5.13
L-410240-KSALP,4.42,1,2,1,2,1,4.72
L-411958-KSALP,4.42,1,2,1,2,1,4.72
L-457043-KSREU,5.5,3,2,1,1,1,5.59
L-411964-KSALP,4.81,1,2,1,1,1,5.0
L-409452-KSALP,5.21,1,2,1,1,1,5.41
L-409495-KSALP,4.62,1,2,1,2,3,4.91
L-411126-KSALP,5.15,1,2,1,1,1,5.34
L-409437-KSALP,4.46,1,2,1,2,1,4.75
L-411923-KSALP,4.46,1,2,1,2,2,4.84
L-411139-KSALP,5.04,1,2,1,1,1,5.22
L-410991-KSALP,4.35,1,2,1,2,1,4.63
L-410526-KSALP,4.82,1,2,1,1,1,5.0
L-455814-KSREU,4.29,3,2,1,2,3,4.47
L-455806-KSREU,4.79,3,2,1,2,1,4.97
L-408452-KSALP,4.23,1,2,1,1,1,4.41
L-409404-KSALP,4.54,1,2,1,2,1,4.81
L-115339-KSSEE,4.58,5,2,1,2,1,4.75
L-455973-KSREU,4.21,3,2,1,1,3,4.28
L-457624-KSREU,4.33,3,2,1,1,1,4.41
L-455419-KSREU,5.23,3,2,1,1,1,5.3
L-411851-KSALP,4.92,1,2,1,1,1,5.09
L-409408-KSALP,5.23,1,2,1,2,1,5.5
L-455835-KSREU,4.21,3,2,1,2,1,4.38
L-411787-KSALP,5.12,1,2,1,1,1,5.28
L-409552-KSALP,4.27,1,2,1,2,1,4.53
L-457225-KSREU,4.68,3,2,1,2,1,4.84
L-411586-KSALP,5.08,1,2,1,2,2,5.44
L-408531-KSALP,4.15,1,2,1,1,1,4.31
L-409406-KSALP,4.46,1,2,1,2,1,4.72
L-411142-KSALP,4.46,1,2,1,2,1,4.72
L-409479-KSALP,4.5,1,2,1,1,1,4.66
L-455773-KSREU,4.5,3,2,1,2,1,4.66
L-457181-KSREU,4.5,3,2,1,2,1,4.66
L-457621-KSREU,5.0,3,2,1,2,1,5.16
L-410999-KSALP,4.81,1,2,1,2,2,5.16
L-408390-KSALP,4.82,1,2,1,1,1,4.97
L-408591-KSALP,5.57,1,2,1,1,1,5.72
L-458326-KSREU,4.42,3,2,1,2,1,4.56
L-409473-KSALP,5.36,1,2,1,1,1,5.5
L-411919-KSALP,5.04,1,2,1,2,1,5.28
L-411514-KSALP,5.27,1,2,1,1,1,5.41
L-409318-KSALP,5.08,1,2,1,1,1,5.22
L-457563-KSREU,4.96,3,2,1,1,1,5.0
L-457137-KSREU,5.08,3,2,1,1,1,5.13
L-456660-KSREU,4.25,3,2,1,2,1,4.39
L-410236-KSALP,4.46,1,2,1,2,1,4.7
L-411895-KSALP,5.08,1,2,1,2,1,5.31
L-409384-KSALP,4.96,1,2,1,1,1,5.09
L-409254-KSALP,5.27,1,2,1,2,1,5.5
L-410121-KSALP,4.46,1,2,1,1,1,4.59
L-408482-KSALP,4.62,1,2,1,2,1,4.84
L-410244-KSALP,4.62,1,2,1,2,1,4.84
L-408560-KSALP,4.21,1,2,1,2,1,4.44
L-411921-KSALP,4.46,1,2,1,2,1,4.69
L-410230-KSALP,5.35,1,2,1,1,1,5.47
L-409459-KSALP,5.15,1,2,1,2,1,5.38
L-455297-KSREU,4.17,3,2,1,1,1,4.19
L-455395-KSREU,4.92,3,2,1,1,1,4.94
L-408409-KSALP,4.62,1,2,1,1,1,4.73
L-409390-KSALP,4.85,1,2,1,2,1,5.06
L-411331-KSALP,4.82,1,2,1,1,1,4.94
L-410273-KSALP,5.32,1,2,1,1,1,5.44
L-410263-KSALP,4.73,1,2,1,1,1,4.84
L-408454-KSALP,4.92,1,2,1,1,1,5.03
L-408922-KSALP,4.79,1,2,1,2,2,5.09
L-410294-KSALP,4.73,1,2,1,2,1,4.94
L-407762-KSALP,4.77,1,2,1,1,1,4.88
L-411883-KSALP,4.32,1,2,1,2,2,4.63
L-458666-KSREU,5.27,3,2,1,2,1,5.38
L-411078-KSALP,4.42,1,2,1,2,1,4.63
L-410980-KSALP,4.27,1,2,1,2,1,4.47
L-408581-KSALP,5.12,1,2,1,2,1,5.31
L-411937-KSALP,4.18,1,2,1,2,1,4.38
L-411931-KSALP,4.31,1,2,1,2,1,4.5
L-408404-KSALP,4.21,1,2,1,2,1,4.41
L-408447-KSALP,4.19,1,2,1,1,1,4.28
L-411821-KSALP,4.69,1,2,1,1,1,4.78
L-411885-KSALP,4.5,1,2,1,2,1,4.69
L-410205-KSALP,4.88,1,2,1,1,1,4.97
L-456671-KSREU,4.29,3,2,1,2,1,4.38
L-410224-KSALP,5.71,1,2,1,1,1,5.79
L-409302-KSALP,5.23,1,2,1,2,1,5.41
L-410188-KSALP,5.27,1,2,1,1,1,5.34
L-409315-KSALP,4.58,1,2,1,2,1,4.75
L-457652-KSREU,4.96,3,2,1,2,1,5.03
L-408533-KSALP,4.12,1,2,1,1,1,4.19
L-408465-KSALP,4.43,1,2,1,1,1,4.5
L-408529-KSALP,4.42,1,2,1,1,2,4.59
L-409468-KSALP,4.42,1,2,1,2,1,4.59
L-409481-KSALP,4.58,1,2,1,1,1,4.65
L-411508-KSALP,5.23,1,2,1,1,1,5.3
L-411060-KSALP,4.46,1,2,1,1,1,4.53
L-457704-KSREU,4.91,3,2,1,1,1,4.88
L-408405-KSALP,4.96,1,2,1,2,1,5.13
L-409298-KSALP,5.0,1,2,1,1,1,5.06
L-411381-KSALP,5.0,1,2,1,1,1,5.06
L-409324-KSALP,4.81,1,2,1,2,1,4.97
L-410268-KSALP,4.65,1,2,1,2,3,4.81
L-456524-KSREU,4.92,3,2,1,1,3,4.88
L-455356-KSREU,5.04,3,2,1,1,1,5.0
L-411865-KSALP,4.5,1,2,1,2,1,4.66
L-410326-KSALP,5.23,1,2,1,1,1,5.28
L-411378-KSALP,4.61,1,2,1,1,1,4.66
L-458418-KSREU,4.86,3,2,1,1,1,4.81
L-411811-KSALP,4.58,1,2,1,1,1,4.63
L-457614-KSREU,4.83,3,2,1,1,1,4.78
L-458468-KSREU,4.95,3,2,1,2,1,5.0
L-411067-KSALP,4.23,1,2,1,2,1,4.38
L-411938-KSALP,4.73,1,2,1,2,1,4.88
L-457239-KSREU,4.68,3,2,1,1,1,4.63
L-411017-KSALP,4.96,1,2,1,1,1,5.0
L-457925-KSREU,4.5,3,2,1,1,1,4.44
L-455357-KSREU,5.0,3,2,1,1,1,4.94
L-408392-KSALP,4.77,1,2,1,2,1,4.91
L-411214-KSALP,4.96,1,2,1,1,1,5.0
L-411083-KSALP,4.5,1,2,1,1,1,4.53
L-409477-KSALP,5.0,1,2,1,1,1,5.03
L-408450-KSALP,4.06,1,2,1,2,1,4.19
L-411328-KSALP,4.31,1,2,1,2,1,4.44
L-409447-KSALP,4.68,1,2,1,1,1,4.71
L-411383-KSALP,4.5,1,2,1,2,1,4.63
L-410979-KSALP,4.35,1,2,1,2,1,4.47
L-411832-KSALP,4.38,1,2,1,1,1,4.41
L-455465-KSREU,4.67,3,2,1,2,1,4.69
L-409471-KSALP,4.33,1,2,1,1,1,4.34
L-455987-KSREU,4.33,3,2,1,1,3,4.25
L-411110-KSALP,4.42,1,2,1,1,1,4.44
L-456607-KSREU,5.21,3,2,1,2,1,5.22
L-410700-KSALP,4.62,1,2,1,1,1,4.63
L-457694-KSREU,5.09,3,2,1,1,1,5.0
L-409387-KSALP,5.18,1,2,1,1,1,5.19
L-411889-KSALP,4.92,1,2,1,2,1,5.03
L-410227-KSALP,4.46,1,2,1,1,1,4.47
L-410995-KSALP,4.81,1,2,1,1,1,4.81
L-455406-KSREU,4.38,3,2,1,2,1,4.38
L-411008-KSALP,5.0,1,2,1,1,1,5.0
L-457982-KSREU,5.0,3,2,1,2,1,5.0
L-410302-KSALP,4.5,1,2,1,2,1,4.6
L-410279-KSALP,4.31,1,2,1,2,1,4.41
L-408419-KSALP,4.15,1,2,1,2,1,4.25
L-410970-KSALP,5.25,1,2,1,2,1,5.34
