row ID,Durchscnittsnote 3 Schuljahr,Schule 1=KSALP 2=KSBER 3=KSREU 4=KSSCH 5=KSSEE 6=KSSUR 7=KSWIL,BRank_Steuerbelastung,BRank_Erreichbarkeit,Geschlecht 1=1 2=2,Heimatland 1=CH 2=D 3=Andere,Durchscnittsnote Matura
L-302538-KSWIL,5.08,7,3,5,2,1,5.06
L-302864-KSWIL,4.92,7,3,5,2,1,4.88
L-302565-KSWIL,4.96,7,3,5,1,1,4.81
L-302537-KSWIL,4.54,7,3,5,2,1,4.47
L-304162-KSWIL,5.29,7,3,5,1,1,5.06
L-302568-KSWIL,5.0,7,3,5,1,1,4.75
L-303496-KSWIL,4.46,7,3,5,1,1,4.2
L-303140-KSWIL,4.71,7,3,5,2,1,4.53
L-303877-KSWIL,4.88,7,3,5,1,1,4.59
L-406700-KSSUR,5.17,6,3,5,1,1,4.97
L-303051-KSWIL,4.77,7,3,5,2,1,4.44
L-302857-KSWIL,4.92,7,3,5,1,1,4.41
L-303501-KSWIL,5.17,7,3,5,2,1,4.75
L-303498-KSWIL,4.71,7,3,5,2,1,4.22
L-502778-KSSCH,4.46,4,3,3,1,1,4.84
L-502364-KSSCH,4.86,4,3,3,2,1,5.06
L-502176-KSSCH,4.82,4,3,3,1,1,4.88
L-501933-KSSCH,4.83,4,3,3,2,1,4.93
L-502578-KSSCH,4.73,4,3,3,2,1,4.81
L-502453-KSSCH,4.73,4,3,3,1,1,4.7
L-501944-KSSCH,4.57,4,3,3,1,1,4.5
L-502590-KSSCH,4.86,4,3,3,1,1,4.63
L-502169-KSSCH,4.64,4,3,3,2,1,4.5
L-502370-KSSCH,4.73,4,3,3,1,1,4.47
L-502179-KSSCH,5.18,4,3,3,1,1,4.91
L-501948-KSSCH,4.71,4,3,3,1,1,4.38
L-502365-KSSCH,4.4,4,3,3,2,1,4.6
L-303687-KSWIL,5.29,7,3,3,1,1,5.47
L-302876-KSWIL,4.58,7,3,3,1,1,4.66
L-303416-KSWIL,4.5,7,3,3,2,1,4.63
L-302570-KSWIL,4.58,7,3,3,1,1,4.44
L-303414-KSWIL,4.67,7,3,3,1,1,4.34
L-303143-KSWIL,5.12,7,3,3,1,1,4.41
L-552373-KSBER,4.41,2,2,4,1,1,4.66
L-552656-KSBER,4.73,2,2,4,2,1,5.06
L-115545-KSSEE,4.58,5,2,4,1,1,4.72
L-552424-KSBER,4.25,2,2,4,1,1,4.38
L-407999-KSSUR,4.33,6,2,4,2,1,4.55
L-552659-KSBER,4.92,2,2,4,2,3,5.13
L-552661-KSBER,4.38,2,2,4,2,1,4.56
L-552370-KSBER,4.83,2,2,4,1,1,4.84
L-552060-KSBER,5.27,2,2,4,2,1,5.38
L-407554-KSSUR,4.25,6,2,4,2,1,4.34
L-552055-KSBER,4.54,2,2,4,1,1,4.5
L-552509-KSBER,5.46,2,2,4,1,1,5.41
L-552259-KSBER,5.54,2,2,4,2,1,5.59
L-552512-KSBER,4.64,2,2,4,2,1,4.65
L-552756-KSBER,5.17,2,2,4,1,1,5.06
L-407378-KSSUR,4.33,6,2,4,1,1,4.19
L-551823-KSBER,4.29,2,2,4,2,1,4.16
L-552511-KSBER,4.58,2,2,4,1,1,4.34
L-552950-KSBER,4.71,2,2,4,2,1,4.53
L-552057-KSBER,5.42,2,2,4,1,1,5.09
L-552606-KSBER,4.9,2,2,4,1,1,4.47
L-115222-KSSEE,5.0,5,3,5,1,3,5.41
L-114931-KSSEE,3.98,5,3,5,2,1,4.41
L-115056-KSSEE,4.46,5,3,5,2,1,4.88
L-115027-KSSEE,4.85,5,3,5,1,1,5.16
L-115578-KSSEE,4.88,5,3,5,1,1,5.19
L-115033-KSSEE,4.58,5,3,5,2,1,4.94
L-115322-KSSEE,4.46,5,3,5,2,1,4.81
L-115058-KSSEE,4.73,5,3,5,1,1,4.97
L-115205-KSSEE,4.23,5,3,5,2,1,4.56
L-115510-KSSEE,4.54,5,3,5,2,1,4.84
L-115127-KSSEE,4.81,5,3,5,1,1,5.0
L-114769-KSSEE,4.42,5,3,5,1,1,4.59
L-115084-KSSEE,5.42,5,3,5,1,1,5.56
L-115186-KSSEE,4.42,5,3,5,2,1,4.66
L-115269-KSSEE,4.27,5,3,5,2,1,4.5
L-114688-KSSEE,5.31,5,3,5,1,1,5.44
L-115574-KSSEE,5.65,5,3,5,1,1,5.77
L-115601-KSSEE,4.27,5,3,5,1,1,4.34
L-115237-KSSEE,4.86,5,3,5,2,1,5.03
L-114438-KSSEE,4.58,5,3,5,1,1,4.66
L-114912-KSSEE,4.12,5,3,5,2,1,4.28
L-114685-KSSEE,5.38,5,3,5,1,1,5.44
L-115260-KSSEE,5.58,5,3,5,1,1,5.63
L-115250-KSSEE,4.96,5,3,5,1,1,5.0
L-115214-KSSEE,5.0,5,3,5,1,1,5.0
L-115544-KSSEE,4.85,5,3,5,1,1,4.84
L-115256-KSSEE,4.73,5,3,5,1,2,4.81
L-116148-KSSEE,4.42,5,3,5,2,1,4.5
L-115535-KSSEE,4.96,5,3,5,1,1,4.94
L-116113-KSSEE,4.5,5,3,5,1,1,4.47
L-116104-KSSEE,4.35,5,3,5,2,1,4.41
L-115245-KSSEE,4.86,5,3,5,1,1,4.81
L-114690-KSSEE,4.46,5,3,5,1,1,4.41
L-115252-KSSEE,4.31,5,3,5,2,1,4.34
L-115573-KSSEE,4.54,5,3,5,1,1,4.47
L-114444-KSSEE,4.67,5,3,5,1,1,4.59
L-115808-KSSEE,5.58,5,3,5,1,1,5.5
L-115194-KSSEE,5.46,5,3,5,1,1,5.38
L-115556-KSSEE,4.96,5,3,5,2,1,4.97
L-114533-KSSEE,4.38,5,3,5,1,1,4.28
L-116103-KSSEE,4.5,5,3,5,2,1,4.5
L-115184-KSSEE,4.35,5,3,5,2,1,4.34
L-115516-KSSEE,4.88,5,3,5,1,1,4.78
L-115548-KSSEE,4.42,5,3,5,1,1,4.31
L-114480-KSSEE,4.42,5,3,5,1,1,4.3
L-115258-KSSEE,4.15,5,3,5,1,1,4.03
L-114771-KSSEE,5.29,5,3,5,1,1,5.17
L-114723-KSSEE,4.19,5,3,5,2,1,4.16
L-114692-KSSEE,4.62,5,3,5,1,1,4.47
L-114508-KSSEE,4.75,5,3,5,1,1,4.59
L-116109-KSSEE,4.58,5,3,5,1,1,4.41
L-115065-KSSEE,5.15,5,3,5,1,1,4.97
L-114721-KSSEE,5.0,5,3,5,2,1,4.91
L-115505-KSSEE,4.38,5,3,5,2,1,4.28
L-115450-KSSEE,4.88,5,3,5,2,1,4.78
L-115445-KSSEE,4.92,5,3,5,1,1,4.72
L-115040-KSSEE,4.62,5,3,5,1,1,4.41
L-114471-KSSEE,4.54,5,3,5,1,1,4.31
L-114419-KSSEE,4.54,5,3,5,2,1,4.4
L-115513-KSSEE,5.0,5,3,5,1,1,4.75
L-115299-KSSEE,4.69,5,3,5,1,1,4.44
L-114426-KSSEE,5.08,5,3,5,1,1,4.81
L-114726-KSSEE,5.12,5,3,5,1,1,4.84
L-114416-KSSEE,4.92,5,3,5,1,1,4.63
L-114980-KSSEE,4.54,5,3,5,2,1,4.34
L-114725-KSSEE,4.81,5,3,5,1,1,4.5
L-114772-KSSEE,4.85,5,3,5,1,1,4.53
L-114914-KSSEE,4.5,5,3,5,2,1,4.28
L-114407-KSSEE,4.5,5,3,5,2,1,4.25
L-115088-KSSEE,4.73,5,3,5,2,1,4.47
L-114466-KSSEE,4.75,5,3,5,1,1,4.37
L-115500-KSSEE,4.81,5,3,5,1,1,4.34
L-115514-KSSEE,5.15,5,3,5,1,1,4.69
L-114767-KSSEE,5.04,5,3,5,1,1,4.4
L-114686-KSSEE,4.04,5,3,4,2,1,4.59
L-114716-KSSEE,4.42,5,3,4,1,1,4.78
L-456589-KSREU,4.46,3,3,4,1,1,4.81
L-115029-KSSEE,4.19,5,3,4,1,1,4.53
L-115346-KSSEE,4.27,5,3,4,2,1,4.69
L-114414-KSSEE,4.63,5,3,4,2,1,5.03
L-114683-KSSEE,4.85,5,3,4,2,3,5.25
L-114516-KSSEE,4.83,5,3,4,2,1,5.19
L-114748-KSSEE,4.25,5,3,4,1,1,4.5
L-115106-KSSEE,4.46,5,3,4,1,1,4.69
L-114921-KSSEE,4.46,5,3,4,2,1,4.78
L-115035-KSSEE,4.81,5,3,4,2,1,5.13
L-115328-KSSEE,4.38,5,3,4,2,1,4.7
L-114412-KSSEE,4.63,5,3,4,2,1,4.93
L-115248-KSSEE,5.14,5,3,4,1,1,5.34
L-114474-KSSEE,4.21,5,3,4,1,1,4.41
L-114708-KSSEE,4.35,5,3,4,1,1,4.53
L-114541-KSSEE,5.13,5,3,4,2,1,5.41
L-114752-KSSEE,4.38,5,3,4,1,1,4.56
L-114746-KSSEE,4.42,5,3,4,2,1,4.69
L-115558-KSSEE,4.5,5,3,4,1,1,4.66
L-115071-KSSEE,4.81,5,3,4,2,1,5.06
L-114669-KSSEE,4.85,5,3,4,1,1,4.97
L-114671-KSSEE,4.35,5,3,4,2,1,4.56
L-114543-KSSEE,4.54,5,3,4,2,1,4.75
L-115593-KSSEE,5.23,5,3,4,1,1,5.33
L-114494-KSSEE,4.96,5,3,4,2,1,5.16
L-115541-KSSEE,5.04,5,3,4,1,3,5.13
L-115276-KSSEE,4.63,5,3,4,1,1,4.72
L-114744-KSSEE,4.23,5,3,4,1,1,4.31
L-114488-KSSEE,4.83,5,3,4,1,1,4.91
L-114948-KSSEE,4.23,5,3,4,1,1,4.28
L-116114-KSSEE,4.38,5,3,4,2,1,4.53
L-115168-KSSEE,4.92,5,3,4,1,1,4.94
L-115552-KSSEE,4.31,5,3,4,1,1,4.31
L-115682-KSSEE,4.65,5,3,4,1,1,4.66
L-114715-KSSEE,4.31,5,3,4,2,1,4.41
L-115176-KSSEE,5.35,5,3,4,1,1,5.34
L-115524-KSSEE,5.19,5,3,4,1,1,5.19
L-115611-KSSEE,4.35,5,3,4,2,1,4.44
L-114741-KSSEE,4.62,5,3,4,1,1,4.59
L-114958-KSSEE,4.92,5,3,4,2,1,5.0
L-115508-KSSEE,4.96,5,3,4,1,1,4.94
L-114672-KSSEE,4.31,5,3,4,2,1,4.38
L-114673-KSSEE,4.31,5,3,4,2,1,4.38
L-114710-KSSEE,5.0,5,3,4,2,1,5.06
L-115654-KSSEE,4.54,5,3,4,1,1,4.5
L-114573-KSSEE,4.92,5,3,4,1,1,4.88
L-115062-KSSEE,4.81,5,3,4,1,1,4.75
L-114962-KSSEE,4.85,5,3,4,1,1,4.78
L-115265-KSSEE,5.35,5,3,4,1,1,5.28
L-115037-KSSEE,4.5,5,3,4,1,1,4.41
L-115163-KSSEE,5.23,5,3,4,1,1,5.13
L-114544-KSSEE,4.54,5,3,4,1,1,4.43
L-115097-KSSEE,5.19,5,3,4,1,1,5.07
L-115560-KSSEE,4.92,5,3,4,1,1,4.78
L-115200-KSSEE,5.27,5,3,4,1,1,5.13
L-115272-KSSEE,4.69,5,3,4,2,1,4.63
L-114552-KSSEE,4.33,5,3,4,2,1,4.25
L-114434-KSSEE,4.38,5,3,4,1,1,4.19
L-114990-KSSEE,5.35,5,3,4,1,1,5.16
L-114924-KSSEE,4.5,5,3,4,2,1,4.41
L-115528-KSSEE,4.88,5,3,4,1,1,4.69
L-114718-KSSEE,4.42,5,3,4,1,1,4.22
L-115157-KSSEE,4.96,5,3,4,1,1,4.75
L-115287-KSSEE,4.27,5,3,4,2,1,4.16
L-114424-KSSEE,4.46,5,3,4,2,1,4.34
L-114499-KSSEE,4.58,5,3,4,2,1,4.47
L-114704-KSSEE,5.04,5,3,4,1,1,4.81
L-115234-KSSEE,4.82,5,3,4,1,1,4.59
L-114992-KSSEE,5.12,5,3,4,1,1,4.88
L-114503-KSSEE,4.42,5,3,4,2,1,4.27
L-115054-KSSEE,4.31,5,3,4,2,1,4.16
L-114528-KSSEE,5.25,5,3,4,2,1,5.09
L-114939-KSSEE,5.04,5,3,4,1,1,4.78
L-115091-KSSEE,4.92,5,3,4,2,1,4.75
L-115182-KSSEE,4.96,5,3,4,1,1,4.69
L-114428-KSSEE,4.75,5,3,4,1,1,4.47
L-114668-KSSEE,5.23,5,3,4,1,1,4.94
L-115570-KSSEE,5.12,5,3,4,1,1,4.81
L-115038-KSSEE,4.88,5,3,4,2,1,4.66
L-115506-KSSEE,4.81,5,3,4,2,1,4.56
L-114997-KSSEE,4.65,5,3,4,1,1,4.3
L-114945-KSSEE,5.46,5,3,4,2,1,5.2
L-115220-KSSEE,4.62,5,3,4,1,3,4.25
L-114674-KSSEE,5.42,5,3,4,2,1,5.16
L-115677-KSSEE,4.81,5,3,4,1,1,4.44
L-115526-KSSEE,4.54,5,3,4,2,1,4.22
L-115550-KSSEE,4.73,5,3,4,2,1,4.41
L-115562-KSSEE,5.0,5,3,4,1,1,4.56
L-115283-KSSEE,4.85,5,3,4,1,1,4.38
L-115215-KSSEE,4.82,5,3,4,2,1,4.25
L-115120-KSSEE,4.15,5,3,5,2,1,4.84
L-115608-KSSEE,5.04,5,3,5,1,1,5.38
L-114459-KSSEE,4.04,5,3,5,2,1,4.43
L-115568-KSSEE,4.62,5,3,5,2,1,5.0
L-115332-KSSEE,4.54,5,3,5,1,1,4.72
L-115211-KSSEE,4.23,5,3,5,2,1,4.5
L-114956-KSSEE,4.35,5,3,5,1,1,4.5
L-114481-KSSEE,4.38,5,3,5,1,1,4.47
L-115640-KSSEE,4.23,5,3,5,2,1,4.41
L-114661-KSSEE,4.62,5,3,5,2,1,4.78
L-115101-KSSEE,4.85,5,3,5,1,1,4.91
L-115095-KSSEE,4.38,5,3,5,1,1,4.44
L-115518-KSSEE,4.27,5,3,5,2,1,4.4
L-114657-KSSEE,4.35,5,3,5,1,1,4.34
L-115103-KSSEE,4.73,5,3,5,1,1,4.69
L-115240-KSSEE,4.61,5,3,5,1,1,4.56
L-115110-KSSEE,4.58,5,3,5,1,1,4.53
L-115542-KSSEE,4.42,5,3,5,1,1,4.38
L-115080-KSSEE,4.54,5,3,5,1,1,4.47
L-115118-KSSEE,4.96,5,3,5,1,1,4.88
L-114515-KSSEE,4.88,5,3,5,1,1,4.78
L-114987-KSSEE,5.27,5,3,5,1,1,5.16
L-114553-KSSEE,4.67,5,3,5,1,1,4.53
L-115803-KSSEE,4.23,5,3,5,2,1,4.19
L-115082-KSSEE,5.31,5,3,5,2,1,5.25
L-114469-KSSEE,5.0,5,3,5,1,3,4.78
L-115243-KSSEE,4.82,5,3,5,1,1,4.59
L-114658-KSSEE,4.92,5,3,5,1,1,4.69
L-457233-KSREU,4.45,3,3,5,2,1,4.31
L-115523-KSSEE,5.31,5,3,5,1,1,5.06
L-115309-KSSEE,4.61,5,3,5,1,1,4.34
L-115236-KSSEE,4.46,5,3,5,2,1,4.28
L-114464-KSSEE,4.46,5,3,5,2,1,4.27
L-115105-KSSEE,4.73,5,3,5,1,1,4.43
L-114662-KSSEE,5.04,5,3,5,1,1,4.67
L-114452-KSSEE,4.38,5,3,5,2,1,4.03
L-115196-KSSEE,4.77,5,3,5,1,1,4.28
L-114441-KSSEE,5.33,5,3,5,1,1,4.72
L-114531-KSSEE,5.0,5,3,5,2,1,4.4
L-410366-KSALP,5.0,1,3,3,2,1,5.38
L-410497-KSALP,4.35,1,3,3,2,1,4.59
L-410372-KSALP,4.92,1,3,3,1,1,5.06
L-409627-KSALP,4.19,1,3,3,2,1,4.41
L-410362-KSALP,4.19,1,3,3,2,1,4.34
L-410364-KSALP,4.5,1,3,3,2,1,4.63
L-411530-KSALP,4.61,1,3,3,2,1,4.47
L-410765-KSALP,4.19,1,1,3,2,1,5.03
L-409245-KSALP,4.5,1,1,3,1,1,5.19
L-409972-KSALP,4.58,1,1,3,2,2,5.44
L-411952-KSALP,4.46,1,1,3,2,1,5.19
L-410762-KSALP,4.73,1,1,3,1,1,5.31
L-412076-KSALP,4.83,1,1,3,1,1,5.37
L-410043-KSALP,4.46,1,1,3,1,1,4.97
L-408699-KSALP,4.35,1,1,3,1,1,4.84
L-409995-KSALP,4.92,1,1,3,1,1,5.41
L-409268-KSALP,4.38,1,1,3,1,1,4.82
L-408379-KSALP,4.58,1,1,3,1,1,5.0
L-410811-KSALP,4.58,1,1,3,1,1,5.0
L-409989-KSALP,4.68,1,1,3,1,1,5.09
L-408642-KSALP,4.31,1,1,3,1,1,4.72
L-408630-KSALP,4.21,1,1,3,1,1,4.63
L-409230-KSALP,5.42,1,1,3,2,1,5.88
L-411974-KSALP,4.77,1,1,3,1,1,5.09
L-408682-KSALP,4.46,1,1,3,1,1,4.78
L-409225-KSALP,4.17,1,1,3,1,1,4.47
L-502649-KSSCH,4.36,4,1,3,2,1,4.66
L-455952-KSREU,4.83,3,1,3,2,1,5.13
L-409255-KSALP,4.38,1,1,3,1,1,4.66
L-457022-KSREU,4.17,3,1,3,2,1,4.44
L-410809-KSALP,4.29,1,1,3,1,1,4.53
L-410770-KSALP,4.46,1,1,3,1,1,4.69
L-408698-KSALP,5.46,1,1,3,1,1,5.69
L-409244-KSALP,5.0,1,1,3,1,1,5.22
L-408633-KSALP,5.08,1,1,3,1,1,5.29
L-408674-KSALP,4.96,1,1,3,2,1,5.28
L-410006-KSALP,4.73,1,1,3,1,1,4.94
L-410057-KSALP,4.33,1,1,3,2,1,4.63
L-411419-KSALP,4.58,1,1,3,1,2,4.88
L-410555-KSALP,4.42,1,1,3,2,1,4.72
L-409273-KSALP,4.92,1,1,3,1,1,5.12
L-408659-KSALP,4.44,1,1,3,2,1,4.73
L-410622-KSALP,4.42,1,1,3,2,1,4.7
L-410032-KSALP,4.44,1,1,3,1,1,4.63
L-409261-KSALP,4.5,1,1,3,2,1,4.78
L-409237-KSALP,5.0,1,1,3,2,1,5.28
L-410805-KSALP,4.35,1,1,3,2,1,4.63
L-410781-KSALP,4.42,1,1,3,1,1,4.6
L-408678-KSALP,4.42,1,1,3,1,1,4.59
L-408685-KSALP,4.92,1,1,3,1,1,5.09
L-410031-KSALP,4.92,1,1,3,1,1,5.09
L-411596-KSALP,4.73,1,1,3,2,1,5.0
L-410017-KSALP,4.46,1,1,3,2,1,4.72
L-410785-KSALP,4.69,1,1,3,1,1,4.84
L-410019-KSALP,4.69,1,1,3,2,1,4.94
L-409235-KSALP,5.38,1,1,3,2,1,5.63
L-502440-KSSCH,4.68,4,1,3,2,1,4.81
L-408645-KSALP,4.62,1,1,3,2,3,4.84
L-411603-KSALP,4.15,1,1,3,1,1,4.28
L-409246-KSALP,5.0,1,1,3,1,1,5.13
L-410682-KSALP,4.85,1,1,3,2,1,5.06
L-409982-KSALP,5.04,1,1,3,1,3,5.15
L-458244-KSREU,4.46,3,1,3,1,1,4.47
L-410008-KSALP,4.23,1,1,3,2,1,4.44
L-408680-KSALP,4.62,1,1,3,1,1,4.72
L-410000-KSALP,5.12,1,1,3,1,1,5.22
L-409999-KSALP,4.37,1,1,3,2,1,4.56
L-408694-KSALP,4.64,1,1,3,1,1,4.73
L-410726-KSALP,4.5,1,1,3,2,1,4.69
L-409287-KSALP,5.04,1,1,3,2,1,5.22
L-409267-KSALP,4.54,1,1,3,1,1,4.62
L-408691-KSALP,4.38,1,1,3,2,1,4.56
L-410764-KSALP,5.27,1,1,3,1,1,5.34
L-457266-KSREU,4.36,3,1,3,2,3,4.44
L-408544-KSALP,4.65,1,1,3,1,1,4.72
L-409265-KSALP,5.35,1,1,3,1,1,5.41
L-408666-KSALP,4.54,1,1,3,1,1,4.59
L-410792-KSALP,5.54,1,1,3,2,1,5.69
L-409987-KSALP,4.32,1,1,3,2,1,4.47
L-410027-KSALP,4.38,1,1,3,2,1,4.53
L-408688-KSALP,5.21,1,1,3,2,1,5.34
L-406435-KSSUR,4.38,6,1,3,1,2,4.41
L-502036-KSSCH,4.92,4,1,3,1,1,4.84
L-408654-KSALP,5.32,1,1,3,1,1,5.34
L-408663-KSALP,4.69,1,1,3,2,1,4.81
L-408655-KSALP,5.23,1,1,3,1,1,5.25
L-410799-KSALP,4.92,1,1,3,1,1,4.94
L-409778-KSALP,4.58,1,1,3,2,1,4.69
L-411598-KSALP,4.81,1,1,3,1,1,4.81
L-409248-KSALP,4.46,1,1,3,1,1,4.47
L-410769-KSALP,4.62,1,1,3,2,1,4.72
L-410053-KSALP,4.31,1,1,3,2,1,4.41
L-410788-KSALP,4.79,1,1,3,1,1,4.78
L-408664-KSALP,4.54,1,1,3,1,1,4.53
L-410034-KSALP,4.57,1,1,3,1,1,4.56
L-408652-KSALP,4.88,1,1,3,1,1,4.88
L-411600-KSALP,4.88,1,1,3,1,1,4.88
L-411591-KSALP,4.19,1,1,3,2,1,4.28
L-410817-KSALP,4.69,1,1,3,2,1,4.78
L-410055-KSALP,4.58,1,1,3,1,1,4.56
L-409487-KSALP,4.23,1,1,3,2,1,4.31
L-410063-KSALP,4.77,1,1,3,1,1,4.75
L-457286-KSREU,4.36,3,1,3,2,1,4.33
L-410595-KSALP,4.31,1,1,3,2,3,4.38
L-410753-KSALP,5.71,1,1,3,2,1,5.78
L-410060-KSALP,4.69,1,1,3,1,1,4.66
L-410813-KSALP,4.38,1,1,3,2,1,4.43
L-410815-KSALP,4.69,1,1,3,1,2,4.75
L-457217-KSREU,4.86,3,1,3,1,1,4.72
L-410790-KSALP,4.96,1,1,3,1,1,4.91
L-408672-KSALP,4.62,1,1,3,2,1,4.66
L-409232-KSALP,5.46,1,1,3,2,1,5.5
L-410793-KSALP,4.75,1,1,3,1,1,4.69
L-408651-KSALP,4.23,1,1,3,1,1,4.17
L-409269-KSALP,5.04,1,1,3,1,1,4.97
L-408647-KSALP,4.54,1,1,3,2,1,4.56
L-411442-KSALP,4.92,1,1,3,2,1,4.93
L-409218-KSALP,4.85,1,1,3,1,1,4.75
L-409997-KSALP,4.73,1,1,3,1,1,4.63
L-408649-KSALP,5.11,1,1,3,1,1,5.0
L-410013-KSALP,4.54,1,1,3,2,1,4.53
L-410772-KSALP,4.42,1,1,3,1,1,4.31
L-411594-KSALP,4.58,1,1,3,2,1,4.56
L-410010-KSALP,4.62,1,1,3,2,1,4.6
L-408635-KSALP,4.46,1,1,3,2,1,4.44
L-410025-KSALP,4.5,1,1,3,2,1,4.47
L-411574-KSALP,4.54,1,1,3,1,1,4.41
L-409229-KSALP,4.35,1,1,3,2,1,4.31
L-409966-KSALP,4.54,1,1,3,2,1,4.5
L-411271-KSALP,4.58,1,1,3,1,1,4.44
L-409136-KSALP,4.92,1,1,3,1,1,4.78
L-410800-KSALP,4.89,1,1,3,1,1,4.75
L-410748-KSALP,4.96,1,1,3,1,1,4.81
L-502058-KSSCH,4.63,4,1,3,2,1,4.47
L-409219-KSALP,5.38,1,1,3,2,3,5.3
L-409089-KSALP,4.77,1,1,3,1,1,4.59
L-410756-KSALP,4.61,1,1,3,2,1,4.53
L-411345-KSALP,4.58,1,1,3,2,3,4.5
L-411398-KSALP,4.68,1,1,3,1,2,4.59
L-411589-KSALP,5.15,1,1,3,1,1,4.97
L-408668-KSALP,4.31,1,1,3,2,1,4.22
L-411590-KSALP,4.73,1,1,3,1,1,4.53
L-409977-KSALP,4.58,1,1,3,2,1,4.47
L-410777-KSALP,4.79,1,1,3,1,3,4.56
L-410778-KSALP,5.07,1,1,3,1,1,4.84
L-409239-KSALP,4.88,1,1,3,2,1,4.75
L-409983-KSALP,4.36,1,1,3,2,1,4.22
L-410051-KSALP,4.58,1,1,3,2,1,4.44
L-457290-KSREU,4.58,3,1,3,2,1,4.34
L-410804-KSALP,4.46,1,1,3,2,1,4.31
L-409263-KSALP,4.85,1,1,3,1,1,4.59
L-458472-KSREU,4.82,3,1,3,2,1,4.56
L-408657-KSALP,4.85,1,1,3,2,1,4.69
L-411510-KSALP,4.85,1,1,3,1,2,4.69
L-502010-KSSCH,5.21,4,1,3,2,1,4.94
L-409260-KSALP,5.0,1,1,3,2,1,4.81
L-410786-KSALP,4.96,1,1,3,1,1,4.63
L-408676-KSALP,5.07,1,1,3,1,1,4.72
L-409257-KSALP,4.69,1,1,3,2,1,4.44
L-409234-KSALP,4.81,1,1,3,2,1,4.53
L-502204-KSSCH,5.55,4,1,3,2,1,5.17
L-408686-KSALP,4.91,1,1,3,1,1,4.53
L-408661-KSALP,4.5,1,1,3,2,1,4.22
L-455234-KSREU,4.67,3,1,3,2,1,4.28
L-410795-KSALP,4.73,1,1,3,1,1,4.31
L-410067-KSALP,5.12,1,1,3,2,1,4.78
L-409980-KSALP,4.69,1,1,3,1,1,4.25
L-408637-KSALP,5.25,1,1,3,1,3,4.76
L-410065-KSALP,4.73,1,1,3,2,1,4.25
L-114760-KSSEE,4.62,5,2,4,1,1,4.81
L-114539-KSSEE,4.79,5,2,4,1,1,4.91
L-408573-KSALP,4.92,1,2,4,1,1,5.09
L-114754-KSSEE,4.92,5,2,4,2,1,5.06
L-114758-KSSEE,4.54,5,2,4,1,1,4.56
L-114906-KSSEE,5.15,5,2,4,1,2,5.19
L-114978-KSSEE,4.69,5,2,4,2,1,4.69
L-114491-KSSEE,5.08,5,2,4,1,1,4.97
L-114487-KSSEE,4.88,5,2,4,1,1,4.75
L-115805-KSSEE,4.77,5,2,4,1,1,4.59
L-115159-KSSEE,4.96,5,2,4,1,1,4.78
L-115289-KSSEE,4.54,5,2,4,2,1,4.44
L-115034-KSSEE,4.58,5,2,4,1,1,4.34
L-115279-KSSEE,4.61,5,2,4,2,1,4.47
L-114534-KSSEE,4.17,5,2,4,1,1,3.92
L-410578-KSALP,4.57,1,2,4,2,1,4.44
L-114761-KSSEE,5.31,5,2,4,1,1,4.94
L-114976-KSSEE,4.62,5,2,4,2,1,4.28
L-115307-KSSEE,5.04,5,2,4,2,1,4.66
L-406130-KSSUR,4.29,6,3,5,1,1,4.59
L-406121-KSSUR,4.88,6,3,5,1,1,5.12
L-406753-KSSUR,4.13,6,3,5,2,1,4.45
L-406555-KSSUR,4.63,6,3,5,1,1,4.81
L-406905-KSSUR,4.58,6,3,5,2,1,4.82
L-406516-KSSUR,4.71,6,3,5,2,1,4.93
L-408131-KSSUR,5.21,6,3,5,1,1,5.31
L-406127-KSSUR,4.42,6,3,5,2,1,4.59
L-406518-KSSUR,4.54,6,3,5,1,1,4.59
L-406520-KSSUR,5.13,6,3,5,1,1,5.15
L-406588-KSSUR,5.79,6,3,5,1,1,5.81
L-407336-KSSUR,5.0,6,3,5,1,1,5.0
L-407126-KSSUR,4.25,6,3,5,1,1,4.25
L-407897-KSSUR,5.0,6,3,5,2,1,5.0
L-406939-KSSUR,4.58,6,3,5,2,1,4.68
L-407619-KSSUR,4.58,6,3,5,1,1,4.56
L-408681-KSSUR,4.6,6,3,5,2,1,5.0
L-406561-KSSUR,4.75,6,3,5,1,1,4.72
L-408692-KSSUR,4.9,6,3,5,1,1,5.0
L-406125-KSSUR,4.5,6,3,5,2,1,4.56
L-406129-KSSUR,4.42,6,3,5,2,1,4.47
L-406586-KSSUR,4.67,6,3,5,2,1,4.72
L-406559-KSSUR,4.96,6,3,5,1,1,4.91
L-405974-KSSUR,4.79,6,3,5,1,1,4.72
L-408101-KSSUR,4.42,6,3,5,2,1,4.44
L-407338-KSSUR,4.58,6,3,5,2,1,4.59
L-407156-KSSUR,4.92,6,3,5,1,1,4.78
L-406810-KSSUR,4.33,6,3,5,2,1,4.22
L-406906-KSSUR,4.54,6,3,5,2,1,4.41
L-406118-KSSUR,4.46,6,3,5,2,1,4.28
L-406515-KSSUR,4.54,6,3,5,2,1,4.34
L-405330-KSSUR,4.71,6,3,5,2,1,4.44
L-407340-KSSUR,4.58,6,3,5,2,1,4.13
L-408773-KSALP,4.39,1,3,3,1,1,5.06
L-409512-KSALP,4.14,1,3,3,1,1,4.75
L-409533-KSALP,4.5,1,3,3,1,1,4.97
