"row ID","Gemeinde","Schule","Geschlecht","Muttersprache","Heimatland","Alter","Französisch","Italienisch","Mathematik","1","2","3","4","5","6","7","Gesamtergebnis","M"
"L-409234-KSALP","Horw","KSALP","M","D","CH",22.0,4.0,,5.5,,5.035714285714286,4.8076923076923075,4.653846153846154,4.535714285714286,4.583333333333333,,4.689024390243903,4.53125
"L-409235-KSALP","Horw","KSALP","M","D","CH",21.0,5.0,,5.5,,5.107142857142857,5.384615384615385,5.346153846153846,5.392857142857143,5.458333333333333,,5.390243902439025,5.625
"L-409237-KSALP","Horw","KSALP","M","D","CH",22.0,5.0,,5.5,,5.035714285714286,5.0,5.076923076923077,5.178571428571429,5.291666666666667,,5.146341463414634,5.28125
"L-409239-KSALP","Horw","KSALP","M","D","CH",22.0,4.5,,5.0,,5.035714285714286,4.884615384615385,4.615384615384615,4.678571428571429,4.75,,4.786585365853658,4.75
"L-409241-KSALP","Horw","KSALP","F","D","CH",22.0,5.0,,4.0,,4.892857142857143,4.708333333333333,4.75,,,,4.8,
"L-409244-KSALP","Horw","KSALP","F","D","CH",22.0,5.0,,5.5,,5.142857142857143,5.0,5.230769230769231,5.214285714285714,5.291666666666667,,5.182926829268292,5.21875
"L-409245-KSALP","Horw","KSALP","F","D","CH",22.0,4.5,,3.5,,4.75,4.5,4.653846153846154,5.107142857142857,5.083333333333333,,4.890243902439025,5.1875
"L-409246-KSALP","Horw","KSALP","F","D","CH",21.0,4.5,,5.5,,5.107142857142857,5.0,4.961538461538462,4.892857142857143,5.125,,5.036585365853658,5.125
"L-409248-KSALP","Horw","KSALP","F","D","CH",21.0,4.0,,4.5,,4.464285714285714,4.464285714285714,4.423076923076923,4.357142857142857,4.541666666666667,,4.451807228915663,4.46875
"L-409254-KSALP","Luzern","KSALP","M","D","CH",22.0,5.0,,5.5,,5.142857142857143,5.269230769230769,5.346153846153846,5.428571428571429,5.458333333333333,,5.359756097560975,5.5
"L-409255-KSALP","Horw","KSALP","F","D","CH",22.0,4.0,,3.0,,4.25,4.384615384615385,4.384615384615385,4.75,4.708333333333333,,4.505263157894737,4.65625
"L-409257-KSALP","Horw","KSALP","M","D","CH",22.0,3.5,,5.5,,4.571428571428571,4.6923076923076925,4.538461538461538,4.464285714285714,4.375,,4.512195121951219,4.4375
"L-409260-KSALP","Horw","KSALP","M","D","CH",21.0,5.0,,4.5,,4.785714285714286,5.0,4.461538461538462,4.785714285714286,4.666666666666667,,4.7560975609756095,4.8125
"L-409261-KSALP","Horw","KSALP","M","D","CH",22.0,3.0,,4.5,,4.5,4.5,4.173076923076923,4.535714285714286,4.75,,4.494736842105263,4.78125
"L-409263-KSALP","Horw","KSALP","F","D","CH",22.0,5.0,,5.5,,5.178571428571429,4.846153846153846,4.884615384615385,4.785714285714286,4.458333333333333,,4.7926829268292686,4.59375
"L-409265-KSALP","Horw","KSALP","F","D","CH",21.0,5.5,,6.0,,5.214285714285714,5.346153846153846,5.0,5.392857142857143,5.333333333333333,,5.286585365853658,5.40625
"L-409267-KSALP","Horw","KSALP","F","D","CH",22.0,5.0,,5.0,,4.571428571428571,4.538461538461538,4.423076923076923,4.535714285714286,4.541666666666667,,4.542168674698795,4.617647058823529
"L-409268-KSALP","Horw","KSALP","F","D","CH",21.0,4.0,,4.5,,4.571428571428571,4.384615384615385,4.346153846153846,4.607142857142857,4.791666666666667,,4.596385542168675,4.823529411764706
"L-409269-KSALP","Horw","KSALP","F","F","CH",22.0,5.5,,4.5,,5.107142857142857,5.038461538461538,5.038461538461538,5.0,4.875,,5.0060975609756095,4.96875
"L-409273-KSALP","Horw","KSALP","F","D","CH",21.0,5.5,,5.5,,4.964285714285714,4.923076923076923,4.846153846153846,4.928571428571429,5.041666666666667,,4.975903614457831,5.117647058823529
"L-409274-KSALP","Adligenswil","KSALP","M","D","NL",23.0,3.0,,4.0,,4.357142857142857,4.1923076923076925,,,,,4.277777777777778,
"L-409276-KSALP","Adligenswil","KSALP","M","D","CH",22.0,5.0,,5.5,,4.678571428571429,4.538461538461538,4.653846153846154,4.714285714285714,4.541666666666667,,4.621951219512195,4.59375
"L-409278-KSALP","Adligenswil","KSALP","F","D","CH",22.0,5.0,,4.0,,4.642857142857143,4.75,4.3076923076923075,4.571428571428571,4.458333333333333,,4.530120481927711,4.4375
"L-409280-KSALP","Adligenswil","KSALP","M","D","CH",23.0,4.0,,4.0,,4.821428571428571,4.576923076923077,4.730769230769231,4.75,4.916666666666667,,4.7926829268292686,4.9375
"L-409283-KSALP","Adligenswil","KSALP","M","D","CH",22.0,4.0,,4.0,,4.857142857142857,4.769230769230769,4.5,4.714285714285714,4.625,,4.689024390243903,4.65625
"L-409285-KSALP","Adligenswil","KSALP","F","D","CH",21.0,5.0,,5.0,,4.928571428571429,5.035714285714286,5.0,4.964285714285714,5.041666666666667,,5.011904761904762,5.088235294117647
"L-409285-KSSUR","Ettiswil","KSSUR","M","D","CH",17.0,5.0,,6.0,,,5.0,4.964285714285714,,,,4.980769230769231,
"L-409287-KSALP","Horw","KSALP","M","D","CH",21.0,5.0,,5.5,,5.0,5.038461538461538,5.153846153846154,5.178571428571429,5.166666666666667,,5.128048780487805,5.21875
"L-409291-KSALP","Ebikon","KSALP","F","D","CH",22.0,4.5,,4.0,,4.75,4.607142857142857,4.615384615384615,4.464285714285714,4.541666666666667,,4.572289156626506,4.46875
"L-409292-KSSUR","Nebikon","KSSUR","F","D","CH",17.0,4.5,,4.0,,,4.666666666666667,4.464285714285714,,,,4.5576923076923075,
"L-409293-KSALP","Ebikon","KSALP","F","D","CH",22.0,4.0,,5.0,,4.553571428571429,4.615384615384615,4.6923076923076925,4.607142857142857,4.708333333333333,,4.630208333333333,4.6875
"L-409296-KSALP","Luzern","KSALP","F","D","CH",21.0,4.5,,5.0,,4.571428571428571,4.884615384615385,4.615384615384615,4.857142857142857,4.75,,4.75,4.8125
"L-409298-KSALP","Luzern","KSALP","F","D","CH",21.0,4.5,,5.0,,4.928571428571429,5.0,5.230769230769231,5.142857142857143,5.083333333333333,,5.072289156626506,5.0625
"L-409300-KSALP","Luzern","KSALP","M","D","CH",21.0,3.0,,2.0,,4.267857142857143,3.6923076923076925,,,,,4.085365853658536,
"L-409302-KSALP","Luzern","KSALP","M","D","CH",21.0,5.0,,6.0,,5.357142857142857,5.230769230769231,5.230769230769231,5.25,5.333333333333333,,5.304878048780488,5.40625
"L-409303-KSALP","Luzern","KSALP","F","D","CH",21.0,4.5,,4.5,,4.75,4.615384615384615,4.3076923076923075,4.464285714285714,4.416666666666667,,4.5,4.4375
"L-409305-KSALP","Luzern","KSALP","F","D","CH",22.0,5.5,,4.0,,5.178571428571429,5.076923076923077,4.653846153846154,,,,4.975,
"L-409307-KSALP","Luzern","KSALP","F","D","CH",22.0,4.0,,4.0,,4.678571428571429,4.5,4.6923076923076925,4.857142857142857,4.833333333333333,,4.7560975609756095,4.9375
"L-409311-KSALP","Luzern","KSALP","F","D","CH",22.0,5.0,,6.0,,4.892857142857143,5.0,4.961538461538462,4.964285714285714,4.708333333333333,,4.909638554216867,4.90625
"L-409313-KSALP","Luzern","KSALP","M","D","CH",22.0,4.5,,2.5,,4.392857142857143,4.458333333333333,4.166666666666667,,,,4.3,
"L-409315-KSALP","Luzern","KSALP","M","D","CH",21.0,4.5,,4.5,,4.785714285714286,4.576923076923077,4.615384615384615,4.75,4.583333333333333,,4.682926829268292,4.75
"L-409318-KSALP","Luzern","KSALP","F","D","CH",21.0,5.5,,4.5,,5.0,5.076923076923077,5.038461538461538,5.107142857142857,5.041666666666667,,5.085365853658536,5.21875
"L-409320-KSALP","Luzern","KSALP","F","D","CH",22.0,5.0,,5.5,,5.428571428571429,5.153846153846154,5.115384615384615,5.0,5.0,,5.134146341463414,5.09375
"L-409324-KSALP","Luzern","KSALP","M","D","CH",22.0,4.0,,4.5,,4.964285714285714,4.8076923076923075,4.769230769230769,4.678571428571429,4.958333333333333,,4.859756097560975,4.96875
"L-409326-KSALP","Luzern","KSALP","M","D","CH",22.0,4.0,,3.5,,4.785714285714286,4.538461538461538,4.461538461538462,5.035714285714286,4.958333333333333,,4.817073170731708,5.0625
"L-409328-KSALP","Emmen","KSALP","M","D","CH",22.0,4.5,,4.5,,4.857142857142857,4.714285714285714,4.8076923076923075,4.892857142857143,5.0,,4.885542168674699,5.03125
"L-409329-KSALP","Buchrain","KSALP","F","D","CH",21.0,4.0,,2.5,,4.642857142857143,4.3076923076923075,4.173076923076923,4.285714285714286,4.375,,4.331578947368421,4.34375
"L-409338-KSALP","Luzern","KSALP","F","D","CH",21.0,6.0,,4.5,,4.535714285714286,4.884615384615385,4.615384615384615,4.607142857142857,4.791666666666667,,4.695121951219512,4.75
"L-409340-KSALP","Ebikon","KSALP","M","TR","CH",22.0,4.0,,4.0,,4.232142857142857,4.346153846153846,4.269230769230769,4.392857142857143,4.333333333333333,,4.276041666666667,4.15625
"L-409343-KSALP","Ebikon","KSALP","M","D","CH",22.0,5.0,,4.5,,4.607142857142857,4.576923076923077,4.653846153846154,4.607142857142857,4.791666666666667,,4.704819277108434,4.9411764705882355
"L-409343-KSSUR","Reiden","KSSUR","M","D","CH",16.0,4.5,,5.0,,,4.75,,,,,4.75,
"L-409345-KSALP","Ebikon","KSALP","M","D","CH",21.0,5.5,,6.0,,5.25,5.346153846153846,5.461538461538462,5.571428571428571,5.541666666666667,,5.445121951219512,5.5
"L-409346-KSALP","Kriens","KSALP","M","D","CH",21.0,4.0,,5.5,,4.5,4.714285714285714,4.846153846153846,4.857142857142857,5.208333333333333,,4.849397590361446,5.0
"L-409353-KSALP","Luzern","KSALP","M","D","CH",21.0,4.0,,6.0,,4.964285714285714,4.769230769230769,4.846153846153846,4.857142857142857,4.583333333333333,,4.7926829268292686,4.71875
"L-409355-KSALP","Ebikon","KSALP","M","D","CH",21.0,4.0,,5.0,,4.535714285714286,4.3076923076923075,4.730769230769231,4.607142857142857,4.791666666666667,,4.640243902439025,4.84375
"L-409357-KSALP","Luzern","KSALP","M","D","CH",22.0,5.0,,4.0,,5.0,4.8076923076923075,4.769230769230769,5.142857142857143,5.25,,5.060975609756097,5.34375
"L-409358-KSALP","Ebikon","KSALP","M","D","CH",22.0,4.0,,5.0,,4.607142857142857,4.615384615384615,4.346153846153846,4.142857142857143,4.166666666666667,,4.341463414634147,4.1875
"L-409361-KSALP","Ebikon","KSALP","M","D","CH",22.0,4.5,,3.0,,4.357142857142857,4.230769230769231,3.9038461538461537,,,,4.10377358490566,
"L-409363-KSSUR","Sursee","KSSUR","F","D","CH",16.0,5.0,,4.0,,,4.375,,,,,4.375,
"L-409364-KSALP","Ebikon","KSALP","F","D","CH",21.0,4.0,,3.5,,4.535714285714286,4.285714285714286,4.269230769230769,4.392857142857143,4.291666666666667,,4.379518072289157,4.46875
"L-409364-KSSUR","Sursee","KSSUR","F","E","CH",17.0,5.0,,4.0,,,4.166666666666667,,,,,4.166666666666667,
"L-409367-KSSUR","Knutwil","KSSUR","F","D","D",16.0,4.0,,3.5,,,4.333333333333333,,,,,4.333333333333333,
"L-409367-KSALP","Luzern","KSALP","F","D","CH",21.0,4.5,,4.5,,4.785714285714286,4.428571428571429,4.615384615384615,4.785714285714286,4.875,,4.728915662650603,4.875
"L-409368-KSALP","Ebikon","KSALP","F","D","CH",22.0,5.0,,5.0,,4.642857142857143,4.678571428571429,4.5,4.678571428571429,4.541666666666667,,4.608433734939759,4.59375
"L-409369-KSSUR","Oberkirch","KSSUR","M","D","CH",16.0,5.5,,4.5,,,4.75,,,,,4.75,
"L-409370-KSSUR","Buttisholz","KSSUR","F","D","CH",16.0,5.0,,5.5,,,4.791666666666667,,,,,4.791666666666667,
"L-409371-KSALP","Ebikon","KSALP","F","D","CH",22.0,4.0,,3.25,,4.5,4.321428571428571,4.3076923076923075,,,,4.363636363636363,
"L-409372-KSALP","Luzern","KSALP","F","D","CH",22.0,4.5,,4.5,,4.714285714285714,4.538461538461538,4.346153846153846,4.464285714285714,4.458333333333333,,4.5,4.46875
"L-409373-KSSUR","Mauensee","KSSUR","M","D","CH",14.0,4.0,,4.0,,,4.458333333333333,,,,,4.458333333333333,
"L-409376-KSALP","Ebikon","KSALP","F","D","CH",22.0,5.0,,4.0,,4.75,4.642857142857143,4.769230769230769,4.892857142857143,4.875,,4.807228915662651,4.90625
"L-409378-KSALP","Luzern","KSALP","F","D","CH",22.0,4.5,,5.0,,5.0,4.923076923076923,4.923076923076923,4.535714285714286,4.75,,4.817073170731708,4.78125
"L-409379-KSALP","Ebikon","KSALP","F","SK","BIH",22.0,3.5,,3.5,,4.232142857142857,4.038461538461538,,,,,4.170731707317073,
"L-409382-KSALP","Luzern","KSALP","F","D","J",23.0,4.5,,4.0,,4.857142857142857,4.6923076923076925,4.5,4.428571428571429,4.25,,4.524390243902439,4.40625
"L-409384-KSALP","Luzern","KSALP","F","D","CH",22.0,4.5,,6.0,,5.321428571428571,4.961538461538462,5.115384615384615,5.071428571428571,5.0,,5.097560975609756,5.09375
"L-409386-KSALP","Luzern","KSALP","F","D","CH",21.0,5.0,,5.0,,4.928571428571429,4.8076923076923075,4.461538461538462,4.535714285714286,4.708333333333333,,4.670731707317073,4.59375
"L-409387-KSALP","Luzern","KSALP","F","D","CH",21.0,5.5,,5.5,,5.035714285714286,5.178571428571429,5.076923076923077,5.107142857142857,5.166666666666667,,5.126506024096385,5.1875
"L-409388-KSALP","Luzern","KSALP","F","D","CH",22.0,5.0,,5.0,,5.357142857142857,5.076923076923077,5.3076923076923075,5.357142857142857,5.333333333333333,,5.298780487804878,5.34375
"L-409390-KSALP","Luzern","KSALP","M","D","CH",21.0,4.5,,5.5,,4.892857142857143,4.846153846153846,4.730769230769231,4.857142857142857,5.0,,4.902439024390244,5.0625
"L-409392-KSALP","Luzern","KSALP","M","D","CH",22.0,4.5,,5.0,,4.642857142857143,5.0,4.769230769230769,4.607142857142857,4.666666666666667,,4.746987951807229,4.794117647058823
"L-409395-KSALP","Kriens","KSALP","F","D","CH",21.0,4.5,,4.0,,4.857142857142857,4.5,4.538461538461538,5.071428571428571,4.916666666666667,,4.801204819277109,4.90625
"L-409397-KSALP","Luzern","KSALP","M","D","CH",22.0,3.5,,4.0,,4.535714285714286,4.269230769230769,,,,,4.451219512195122,
"L-409399-KSALP","Luzern","KSALP","M","D","CH",21.0,3.5,,4.0,,4.285714285714286,4.038461538461538,4.1923076923076925,4.285714285714286,4.125,,4.219512195121951,4.34375
"L-409401-KSALP","Luzern","KSALP","M","D","CH",21.0,4.0,,5.0,,4.75,4.538461538461538,4.461538461538462,4.678571428571429,4.666666666666667,,4.621951219512195,4.625
"L-409403-KSALP","Luzern","KSALP","M","D","CH",21.0,4.0,,4.5,,4.535714285714286,4.269230769230769,4.230769230769231,4.357142857142857,4.458333333333333,,4.414634146341464,4.59375
"L-409404-KSALP","Luzern","KSALP","M","D","CH",21.0,4.0,,5.0,,4.571428571428571,4.538461538461538,4.730769230769231,4.785714285714286,4.833333333333333,,4.713414634146342,4.8125
"L-409406-KSALP","Luzern","KSALP","M","D","CH",22.0,3.5,,4.5,,4.464285714285714,4.461538461538462,4.346153846153846,4.285714285714286,4.458333333333333,,4.463414634146342,4.71875
"L-409408-KSALP","Luzern","KSALP","M","D","CH",21.0,5.5,,5.5,,5.571428571428571,5.230769230769231,5.384615384615385,5.428571428571429,5.541666666666667,,5.445121951219512,5.5
"L-409412-KSALP","Luzern","KSALP","M","D","CH",21.0,5.0,,4.5,,4.75,4.653846153846154,4.346153846153846,4.642857142857143,4.625,,4.621951219512195,4.6875
"L-409414-KSALP","Luzern","KSALP","F","D","CH",22.0,4.0,,3.5,,4.5,4.346153846153846,5.0,,,,4.4655172413793105,
"L-409420-KSALP","Luzern","KSALP","F","D","CH",22.0,6.0,,5.5,,5.285714285714286,5.214285714285714,5.153846153846154,5.535714285714286,5.5,,5.355421686746988,5.4375
"L-409423-KSALP","Luzern","KSALP","F","D","CH",22.0,6.0,,6.0,,5.653846153846154,5.75,5.5,5.428571428571429,5.416666666666667,,5.5375,5.5
"L-409425-KSALP","Luzern","KSALP","F","SLA","CH",21.0,5.0,,5.0,,5.321428571428571,5.346153846153846,5.038461538461538,5.142857142857143,5.041666666666667,,5.195121951219512,5.25
"L-409427-KSALP","Luzern","KSALP","F","D","CH",21.0,4.5,,4.5,,4.821428571428571,4.615384615384615,4.384615384615385,4.535714285714286,4.333333333333333,,4.5182926829268295,4.40625
"L-409429-KSSUR","Büron","KSSUR","M","D","CH",15.0,5.0,,4.0,,,4.461538461538462,,,,,4.461538461538462,
"L-409430-KSSUR","Büron","KSSUR","F","D","CH",15.0,3.5,,2.5,,,3.9166666666666665,,,,,3.9166666666666665,
"L-409431-KSALP","Luzern","KSALP","F","D","CH",21.0,4.5,,3.5,,4.607142857142857,4.607142857142857,4.423076923076923,4.535714285714286,4.75,,4.626506024096385,4.8125
"L-409432-KSSUR","Sursee","KSSUR","M","D","CH",16.0,4.5,,4.5,,,4.5,,,,,4.5,
"L-409433-KSALP","Emmen","KSALP","F","P","P",22.0,5.5,,4.0,,4.428571428571429,5.0,4.8076923076923075,4.607142857142857,4.458333333333333,,4.588541666666667,4.4375
"L-409434-KSSUR","Geuensee","KSSUR","M","D","CH",17.0,4.5,,3.5,,,4.625,,,,,4.625,
"L-409435-KSALP","Luzern","KSALP","F","D","CH",22.0,5.0,,5.0,,4.75,4.846153846153846,4.961538461538462,5.0,5.041666666666667,,4.963414634146342,5.15625
"L-409436-KSSUR","Oberkirch","KSSUR","F","D","CH",17.0,3.5,,3.5,,,3.7083333333333335,,,,,3.7083333333333335,
"L-409437-KSALP","Luzern","KSALP","M","D","CH",22.0,4.0,,5.0,,4.464285714285714,4.461538461538462,4.384615384615385,4.642857142857143,4.666666666666667,,4.567073170731708,4.75
"L-409438-KSSUR","Sursee","KSSUR","F","D","CH",16.0,4.0,,3.5,,,4.25,,,,,4.25,
"L-409439-KSSUR","Schenkon","KSSUR","F","D","CH",17.0,4.5,,5.5,,,4.666666666666667,,,,,4.666666666666667,
"L-409440-KSSUR","Buttisholz","KSSUR","M","D","CH",15.0,4.5,,4.5,,,4.6923076923076925,,,,,4.6923076923076925,
"L-409441-KSALP","Luzern","KSALP","F","D","CH",21.0,5.0,,6.0,,4.678571428571429,4.928571428571429,4.8076923076923075,4.857142857142857,4.625,,4.783132530120482,4.78125
"L-409443-KSSUR","Buttisholz","KSSUR","M","D","CH",15.0,4.0,,4.0,,,4.3076923076923075,,,,,4.3076923076923075,
"L-409443-KSALP","Luzern","KSALP","M","D","CH",22.0,4.0,,4.5,,4.642857142857143,4.538461538461538,4.346153846153846,4.571428571428571,4.375,,4.512195121951219,4.5625
"L-409445-KSALP","Luzern","KSALP","F","D","CH",21.0,4.5,,3.5,,4.357142857142857,4.5,4.615384615384615,4.964285714285714,4.833333333333333,,4.698795180722891,4.882352941176471
"L-409447-KSALP","Luzern","KSALP","F","D","CH",23.0,4.5,,4.0,,4.535714285714286,4.678571428571429,4.461538461538462,4.607142857142857,4.541666666666667,,4.595238095238095,4.705882352941177
"L-409449-KSALP","Luzern","KSALP","F","D","D",21.0,5.0,,3.5,,4.25,4.5,4.5,4.714285714285714,4.791666666666667,,4.597560975609756,4.8125
"L-409450-KSALP","Luzern","KSALP","F","D","CH",22.0,4.0,,4.0,,4.214285714285714,4.392857142857143,4.1923076923076925,4.25,4.208333333333333,,4.259036144578313,4.28125
"L-409452-KSALP","Luzern","KSALP","F","D","CH",22.0,5.5,,5.0,,5.357142857142857,5.214285714285714,5.038461538461538,5.071428571428571,5.416666666666667,,5.253012048192771,5.40625
"L-409452-KSSUR","Nottwil","KSSUR","F","D","CH",16.0,4.0,,3.5,,,4.541666666666667,,,,,4.541666666666667,
"L-409456-KSALP","Luzern","KSALP","F","D","CH",21.0,5.0,,5.0,,4.964285714285714,5.035714285714286,4.730769230769231,4.714285714285714,4.75,,4.819277108433735,4.71875
