WKT;OBJECTID;GEMEINDE;BFS_NR;SHAPE_Leng;SHAPE_Area
"MULTIPOLYGON (((662148.07705 233468.431,662174.227049999 233418.756,662208.35605 233417.84,662226.321049999 233413.635,662235.433049999 233401.635,662258.199050002 233353.224,662282.482050002 233301.763,662312.991050001 233236.977,662330.21305 233200.549,662322.89505 233199.207,662271.828049999 233189.846,662256.620049998 233183.332,662274.208050001 233087.489,662287.712049998 233013.545,662303.81205 233017.83,662325.47405 232905.039,662317.54205 232903.153,662358.775049999 232762.433,662353.583050001 232761.502,662343.519049998 232759.698,662346.487050001 232702.839,662362.052049998 232642.436,662363.52705 232636.998,662380.576049998 232632.617,662404.155049998 232629.967,662428.067049999 232629.602,662443.523049999 232581.052,662445.225049999 232575.707,662448.219050001 232579.616,662449.050050002 232576.765,662461.61005 232533.656,662467.844050001 232512.268,662469.65405 232506.06,662487.320050001 232445.632,662559.767050002 232295.697,662605.857050002 232200.383,662714.63005 231925.38,662721.39105 231908.286,662719.365049999 231908.687,662695.537050001 231904.726,662691.296050001 231904.351,662689.498050001 231902.669,662687.09705 231902.974,662680.082049999 231896.439,662670.615049999 231890.618,662667.523049999 231885.604,662661.934050001 231883.715,662658.956050001 231877.128,662645.762049999 231867.642,662640.004050002 231866.698,662635.419050001 231862.9,662632.32705 231862.913,662629.210050002 231862.597,662626.574050002 231861.231,662626.21305 231861.111,662619.59705 231856.916,662605.995049998 231853.278,662601.70205 231853.494,662600.228050001 231852.651,662588.05305 231845.689,662582.660050001 231840.79,662574.409049999 231838.482,662565.54005 231837.767,662550.31405 231827.906,662547.129050002 231825.316,662545.504050002 231823.995,662538.419050001 231821.075,662527.817049999 231819.535,662523.686050002 231809.732,662515.848049998 231804.243,662512.647050001 231802.997,662511.05305 231799.819,662506.008049998 231792.913,662499.080049999 231791.219,662492.166049998 231781.99,662490.438050002 231780.935,662484.001049999 231780.758,662483.33805 231777.436,662480.331050001 231774.882,662477.922049999 231773.954,662472.471050002 231773.637,662469.990049999 231774.386,662466.379050002 231772.575,662461.853050001 231766.446,662451.984049998 231765.647,662446.251049999 231759.124,662427.13005 231756.354,662420.465050001 231750.808,662401.590050001 231743.015,662390.938050002 231741.694,662387.370049998 231743.283,662384.35605 231737.509,662380.45205 231737.071,662374.479049999 231728.307,662373.375050001 231722.739,662369.589049999 231718.516,662363.501049999 231711.759,662356.990049999 231705.543,662349.443050001 231702.358,662344.512049999 231703.26,662341.767050002 231702.074,662338.861049999 231700.818,662326.476050001 231684.897,662322.762049999 231682.719,662318.444049999 231681.426,662316.999049999 231677.865,662315.480050001 231677.484,662305.569049999 231675.0,662302.410050001 231674.209,662296.467050001 231674.386,662289.79205 231669.287,662283.50905 231666.655,662280.47205 231664.85,662277.94805 231663.349,662272.225049999 231659.983,662268.241050001 231657.234,662262.97005 231656.047,662254.416049998 231652.398,662251.04205 231653.717,662248.056049999 231651.056,662240.83605 231647.612,662235.888050001 231642.581,662233.475049999 231635.945,662218.907049999 231624.991,662218.794050001 231624.963,662216.73505 231624.458,662213.376049999 231625.255,662213.00705 231624.681,662209.771049999 231619.651,662201.93505 231617.446,662196.855050001 231611.069,662188.512049999 231608.099,662181.637049999 231602.513,662180.272050001 231599.937,662160.379050002 231597.389,662153.511050001 231600.449,662152.605050001 231600.248,662148.285050001 231596.429,662142.021049999 231595.588,662132.647050001 231594.329,662116.671050001 231596.008,662105.105050001 231589.666,662102.964049999 231589.335,662100.808049999 231589.121,662098.64305 231589.023,662096.477049999 231589.043,662094.31405 231589.18,662092.16305 231589.434,662090.028050002 231589.804,662087.916049998 231590.289,662073.400049999 231594.414,662071.041049998 231595.084,662067.921050001 231593.891,662053.64305 231598.489,662016.547049999 231601.66,662007.802049998 231600.818,661987.480050001 231594.878,661961.065049998 231584.448,661960.65605 231584.313,661943.650049999 231578.716,661936.22405 231576.272,661923.524050001 231572.204,661917.821049999 231569.498,661908.72205 231565.871,661896.706050001 231561.899,661888.337049998 231559.338,661877.133049998 231557.834,661873.38405 231557.663,661867.76605 231557.407,661863.748050001 231556.993,661849.39505 231555.688,661846.16305 231555.516,661836.901050001 231555.023,661816.730050001 231553.95,661813.987050001 231553.85,661780.00905 231552.607,661777.58605 231552.584,661771.528050002 231552.53,661761.51805 231552.442,661758.504050002 231552.236,661752.91705 231552.027,661748.762049999 231551.475,661745.80105 231551.225,661728.237050001 231553.407,661714.923050001 231555.586,661710.835050002 231556.014,661707.94105 231556.212,661705.833050001 231557.929,661687.354049999 231593.245,661658.423050001 231650.215,661631.362050001 231703.165,661627.238049999 231710.422,661609.449050002 231702.044,661602.620049998 231698.829,661570.783050001 231686.868,661543.956050001 231676.913,661541.34505 231676.787,661525.13205 231688.79,661508.888050001 231698.889,661477.660050001 231734.397,661469.067049999 231742.189,661464.482050002 231744.733,661461.688050002 231744.295,661461.497049998 231744.242,661338.418049999 231710.22,661320.379050002 231718.103,661288.910050001 231709.097,661185.21105 231679.709,661095.914050002 231704.31,661076.217050001 231709.737,661073.96105 231709.626,661073.587049998 231711.117,661050.795049999 231801.895,661029.06005 231796.436,660977.179049999 232025.505,660959.840050001 232006.222,660932.511050001 231977.025,660884.49605 231928.773,660857.889049999 231907.84,660855.342050001 231911.437,660790.81005 232084.29,660790.285050001 232085.695,660742.155049998 232070.263,660741.714049999 232071.753,660705.04905 232196.182,660683.72405 232267.95,660664.83605 232332.564,660606.96305 232316.508,660602.830049999 232326.96,660587.37105 232363.684,660579.67605 232381.942,660611.378049999 232389.833,660578.982050002 232444.316,660569.340050001 232473.71,660546.780049998 232542.653,660525.718049999 232606.842,660537.91505 232606.67,660578.890050001 232605.83,660549.88405 232684.107,660582.66305 232697.532,660530.080049999 232724.95,660532.572050001 232729.563,660534.431049999 232733.017,660488.539050002 232756.757,660549.975049999 232785.6,660521.230050001 232822.65,660599.740049999 232873.31,660570.56005 232903.99,660508.95005 233034.29,660505.56005 233049.45,660504.872049998 233052.525,660508.71305 233051.187,660529.90605 233048.272,660561.389049999 233043.941,660572.581050001 233043.342,660585.622049998 233042.644,660604.07505 233046.377,660620.93705 233052.971,660626.786049999 233058.023,660629.863049999 233060.787,660631.80105 233062.397,660633.716049999 233066.321,660644.394049998 233071.38,660667.456050001 233085.837,660670.339049999 233087.644,660763.269049998 233105.482,660809.578049999 233114.845,660811.74205 233113.541,660812.04205 233113.422,660827.32505 233089.237,660899.317049999 233111.749,660905.601050001 233115.14,660929.852049999 233142.938,660925.372049998 233148.857,660925.662050001 233149.157,660949.707049999 233174.034,660955.704050001 233180.512,660988.62105 233138.592,661097.210050002 233192.298,661119.243050002 233205.576,661124.328049999 233208.641,661118.622049998 233222.152,661125.723049998 233225.031,661127.764049999 233225.661,661132.81205 233227.159,661166.639049999 233236.157,661204.422049999 233245.518,661228.370049998 233250.573,661258.269049998 233256.885,661268.11905 233258.649,661294.97005 233264.581,661296.894049998 233265.006,661302.392050002 233273.515,661297.02005 233291.43,661383.150049999 233325.07,661435.427049998 233395.304,661445.092050001 233399.318,661471.986049999 233410.558,661518.945050001 233426.463,661582.418049999 233441.899,661626.22005 233444.198,661646.800050002 233460.912,661673.594050001 233464.178,661686.682050001 233468.585,661713.517050002 233477.723,661737.488049999 233470.644,661773.434050001 233460.123,661799.721050002 233452.237,661848.170049999 233437.958,661872.48105 233440.86,661877.080049999 233441.416,661913.457049999 233445.762,662003.717050001 233454.124,662060.162050001 233459.543,662111.423050001 233464.721,662115.671050001 233465.171,662148.07705 233468.431)))";"1";Altwis;"1022";7812.76458390000;2929092.63703999994
"MULTIPOLYGON (((651217.56005 229448.08,651174.740049999 229411.97,651192.010049999 229367.46,651198.510049999 229350.72,651193.570050001 229340.92,651178.390050001 229310.71,651172.850049999 229295.38,651168.600049999 229283.54,651157.79005 229257.89,651147.11005 229231.21,651131.920049999 229184.64,651121.960050002 229153.65,651120.660050001 229149.58,651113.260049999 229126.68,651080.88005 229104.82,651055.79005 229088.15,651043.900049999 229063.37,651016.960050002 229021.35,651002.870049998 228997.68,650999.170049999 228992.49,650995.320050001 228987.63,650993.72005 228984.85,650991.61005 228981.16,650952.77005 228920.82,650939.530049998 228900.09,650931.870049998 228888.73,650923.04005 228875.98,650909.010049999 228854.66,650905.980050001 228848.64,650901.680050001 228843.88,650890.980050001 228828.87,650881.370049998 228811.12,650877.070050001 228803.17,650872.490049999 228796.63,650869.740049999 228790.04,650865.54005 228785.56,650849.820050001 228763.82,650837.63005 228746.49,650831.63005 228738.59,650829.800050002 228735.91,650821.650049999 228724.52,650814.840050001 228713.48,650810.0 228709.14,650806.79005 228703.41,650803.38005 228696.38,650799.490049999 228695.13,650797.190049998 228691.61,650794.780049998 228691.43,650790.980050001 228687.14,650788.13005 228686.2,650780.820050001 228679.17,650773.400049999 228676.28,650763.77005 228671.77,650761.820050001 228669.51,650753.79005 228667.8,650749.350049999 228664.25,650747.79005 228661.52,650752.47005 228655.9,650750.750050001 228650.1,650747.870049998 228645.97,650743.550050002 228644.85,650740.580049999 228636.26,650739.150049999 228625.25,650736.800050002 228621.63,650737.780049998 228615.13,650737.140050001 228612.98,650734.13005 228612.36,650731.230050001 228610.47,650716.54005 228606.98,650710.52005 228597.79,650706.77005 228597.16,650698.31005 228591.49,650697.97005 228589.15,650697.170049999 228583.57,650694.820050001 228577.57,650688.77005 228574.57,650686.370049998 228571.52,650687.920049999 228566.07,650683.61005 228561.67,650680.760049999 228560.43,650680.210050002 228558.18,650677.95005 228553.28,650670.31005 228547.93,650665.400049999 228546.18,650663.510049999 228544.08,650658.95005 228542.53,650656.550050002 228536.04,650648.900049999 228526.26,650639.680050001 228522.31,650638.170049999 228521.53,650635.840050001 228520.72,650632.330049999 228520.91,650628.780049998 228520.44,650627.280049998 228517.71,650625.900049999 228517.26,650624.875050001 228517.04,650622.97005 228516.63,650620.596050002 228516.156,650618.910050001 228515.82,650611.370049998 228514.46,650602.570050001 228509.26,650597.850049999 228507.02,650595.960050002 228506.65,650592.920049999 228506.11,650588.940049998 228504.46,650586.140050001 228504.66,650582.280049998 228503.93,650580.061050002 228501.745,650576.980050001 228498.71,650571.79005 228496.63,650568.490049999 228494.35,650564.840050001 228491.22,650561.260049999 228488.92,650560.730050001 228488.54,650558.210050002 228488.09,650556.690049998 228487.52,650555.773049999 228485.935,650555.030049998 228484.65,650552.02005 228483.05,650549.250050001 228482.25,650546.22005 228480.77,650540.650049999 228483.85,650539.36005 228482.61,650535.0 228484.73,650519.010049999 228484.34,650513.77005 228485.62,650507.54005 228481.37,650504.420049999 228480.39,650503.230050001 228478.97,650498.47005 228479.12,650490.850049999 228476.81,650489.06605 228475.75,650485.280049998 228473.5,650480.900049999 228469.97,650476.430050001 228467.11,650470.210050002 228465.19,650468.45005 228463.45,650459.390050001 228461.87,650451.960050002 228456.9,650449.900049999 228457.46,650443.940049998 228455.39,650428.54005 228455.03,650419.620049998 228455.74,650414.38005 228457.52,650408.500050001 228461.3,650403.990049999 228459.8,650394.13005 228459.75,650392.390050001 228460.025,650388.440049998 228460.65,650377.600049999 228462.8,650372.70005 228462.15,650368.20005 228459.2,650361.97005 228452.31,650359.72005 228451.35,650356.900049999 228450.63,650354.710050002 228449.55,650351.27005 228447.69,650348.47005 228447.36,650345.830049999 228445.04,650332.140050001 228446.08,650326.760049999 228444.76,650323.090050001 228444.36,650322.889049999 228444.229,650313.910050001 228438.36,650308.36005 228431.97,650301.740049999 228428.45,650295.0 228424.16,650291.260049999 228420.64,650289.160050001 228416.71,650283.080049999 228412.23,650278.760049999 228408.64,650275.97005 228404.91,650267.320050001 228398.6,650260.88005 228393.72,650257.27005 228388.42,650254.0 228386.08,650250.340050001 228380.93,650243.430050001 228371.77,650241.20005 228364.85,650241.52005 228360.48,650240.77005 228356.74,650237.150049999 228352.36,650230.490049999 228337.4,650221.36005 228323.96,650216.88005 228316.99,650214.840050001 228312.53,650208.530049998 228307.17,650206.910050001 228303.63,650203.460050002 228301.17,650201.97005 228295.18,650193.800050002 228284.9,650177.06005 228265.24,650156.160050001 228245.13,650149.440049998 228240.39,650144.480050001 228237.03,650139.660050001 228233.26,650136.690049998 228232.38,650135.240049999 228230.12,650127.530049998 228224.37,650120.900049999 228221.73,650105.750050001 228217.83,650102.353050001 228216.523,650095.070050001 228213.72,650080.77005 228205.27,650075.490049999 228203.03,650065.580049999 228198.8,650055.06005 228194.4,650031.97005 228190.24,650018.800050002 228189.71,650001.22005 228189.02,649989.558049999 228188.791,649988.500050001 228188.77,649982.480050001 228188.59,649981.091049999 228188.542,649859.36005 228184.37,649854.370049998 228184.28,649849.400049999 228183.26,649845.900049999 228180.93,649839.635049999 228171.979,649837.830049999 228169.4,649799.750050001 228116.94,649788.72005 228101.74,649768.180050001 228073.24,649765.670049999 228069.75,649706.22005 227987.24,649625.070050001 227911.81,649591.160050001 227880.76,649588.56005 227878.38,649575.149050001 227866.099,649548.784049999 227841.957,649536.36005 227830.58,649468.800050002 227768.52,649467.466049999 227767.298,649443.002050001 227744.892,649413.150049999 227717.55,649410.490049999 227715.11,649375.04005 227682.64,649262.04005 227578.68,649243.030049998 227572.93,649239.70005 227573.96,649224.52005 227578.65,649218.20005 227664.27,649215.29005 227694.36,649197.730050001 227831.71,649197.300050002 227834.78,649179.88005 227964.89,649168.300050002 228042.49,649160.490049999 228103.94,649167.650049999 228108.06,649156.29005 228149.46,649145.29005 228175.85,649134.31005 228197.69,649089.300050002 228274.06,649044.900049999 228349.29,649026.080049999 228380.7,649008.38005 228404.38,648985.590050001 228429.38,648937.930050001 228474.53,648901.70005 228509.31,648892.61005 228519.64,648880.600049999 228533.92,648861.800050002 228561.38,648853.580049999 228576.14,648850.120049998 228582.33,648737.120049998 228834.17,648734.490049999 228840.0,648670.56005 228976.93,648580.100049999 229171.18,648555.06005 229225.57,648526.600049999 229285.1,648521.530049998 229297.67,648517.390050001 229310.61,648513.370049998 229324.64,648477.22005 229472.98,648455.490049999 229562.83,648423.070050001 229695.64,648414.170049999 229728.62,648406.590050001 229750.77,648402.750050001 229761.41,648390.570050001 229789.85,648382.420049999 229807.65,648361.920049999 229849.55,648335.934050001 229904.071,648342.830049999 229903.7,648345.18705 229903.573,648257.820050001 230085.709,648252.208050001 230101.068,648253.862050001 230127.411,648257.933049999 230126.823,648280.389049999 230123.82,648336.31205 230147.347,648339.512049999 230116.264,648346.627050001 230102.718,648356.039050002 230093.509,648369.802049998 230091.946,648422.429049999 230095.694,648463.046050001 230100.254,648482.94805 230028.575,648487.23105 230027.867,648577.07705 230013.137,648681.234049998 229996.139,648643.363049999 230084.865,648646.390050001 230085.84,648748.351050001 230069.752,648846.75905 230054.224,648850.98105 230053.62,648845.840050001 230064.71,648819.95005 230123.44,648781.45005 230210.1,648789.230050001 230213.35,648788.851050001 230214.223,648792.342050001 230215.377,648869.232050002 230241.576,648948.120049998 230268.42,648962.297049999 230269.874,648966.269049998 230270.293,648983.13005 230272.1,649173.21105 230343.446,649181.56005 230346.58,649174.870049998 230360.28,649148.070050001 230413.62,649121.210050002 230467.0,649119.70005 230469.95,649105.61005 230495.87,649091.20005 230519.88,649094.77005 230525.01,649100.72005 230532.58,649107.330049999 230539.39,649108.980050001 230541.7,649112.960050002 230546.16,649116.81005 230549.21,649123.20005 230554.93,649126.50705 230559.211,649129.510049999 230563.1,649136.070050001 230573.1,649143.47005 230590.46,649148.500050001 230600.33,649155.800050002 230610.37,649162.710050002 230621.36,649167.45005 230627.76,649171.090050001 230632.12,649176.580049999 230636.08,649183.240049999 230641.87,649185.61005 230646.78,649186.990049999 230648.42,649190.340050001 230651.14,649194.390050001 230654.26,649200.27005 230657.81,649206.070050001 230657.56,649209.210050002 230654.87,649212.56005 230654.72,649226.640050001 230660.96,649243.56005 230663.84,649250.510049999 230663.87,649262.890050001 230663.11,649287.390050001 230659.78,649334.390050001 230655.29,649339.010049999 230653.08,649340.840050001 230650.22,649344.45005 230643.25,649351.340050001 230636.12,649354.750050001 230631.99,649360.750050001 230630.28,649369.760049999 230633.29,649382.38005 230641.21,649387.320050001 230645.2,649392.820050001 230652.53,649398.260049999 230657.63,649401.240249999 230659.8398,649413.420049999 230668.87,649436.54005 230690.74,649460.830049999 230713.73,649472.350049999 230733.97,649507.920049999 230678.84,649563.340050001 230717.56,649557.81005 230734.84,649550.06005 230764.62,649553.410050001 230765.93,649593.230050001 230781.68,649632.990049999 230791.7,649656.940049998 230806.74,649661.72005 230807.67,649675.79005 230817.08,649689.190049998 230833.9,649695.440049998 230833.35,649711.06005 230822.96,649746.680050001 230806.89,649782.340050001 230792.71,649816.570050001 230775.9,649813.430050001 230799.09,649799.740049999 230820.48,649788.170049999 230851.54,649770.320050001 230868.11,649733.820050001 230882.97,649750.940049998 230899.76,649769.460050002 230917.03,649773.390050001 230938.56,649764.510049999 230966.85,649756.510049999 230986.57,649754.460050002 231027.77,649748.56005 231056.83,649742.20005 231087.73,649742.490049999 231089.12,649761.38005 231101.03,649768.63005 231105.01,649780.410050001 231117.12,649792.06005 231096.08,649804.95005 231075.79,649819.54005 231057.61,649870.350049999 230999.25,649879.45005 230990.55,649889.370049998 230982.16,649931.930050001 230952.94,649999.650049999 230907.51,649989.820050001 230888.59,649994.120049998 230871.38,650010.500050001 230851.5,650044.27005 230827.55,650068.070050001 230814.13,650097.06005 230800.19,650139.0 230784.36,650186.850049999 230773.33,650205.79005 230766.37,650202.930050001 230762.96,650170.990049999 230724.65,650150.500050001 230703.33,650122.870049998 230686.47,650106.890050001 230687.91,650076.800050002 230691.38,650032.280049998 230703.98,650027.640050001 230650.86,650034.190049998 230641.65,650032.420049999 230638.47,650054.620049998 230625.77,650065.920049999 230621.31,650123.580049999 230602.51,650178.740049999 230586.76,650227.650049999 230570.48,650309.81005 230544.88,650320.690049998 230541.02,650314.440049998 230537.46,650293.47005 230500.71,650312.050050002 230469.12,650365.77005 230393.35,650371.660050001 230386.64,650432.95005 230328.84,650465.45005 230293.57,650474.370049998 230296.86,650505.230050001 230301.22,650511.920049999 230302.17,650519.13005 230311.42,650540.27005 230325.95,650553.250050001 230302.0,650566.680050001 230252.81,650568.760049999 230248.87,650575.100049999 230247.24,650579.910050001 230242.2,650596.850049999 230218.23,650610.500050001 230202.97,650625.780049998 230189.4,650642.530049998 230177.55,650667.920049999 230164.35,650661.340050001 230157.36,650650.800050002 230147.48,650651.680050001 230145.96,650650.77005 230142.96,650644.180050001 230137.86,650641.690049998 230131.37,650636.590050001 230124.01,650633.31005 230120.55,650632.36005 230115.49,650633.100049999 230112.13,650628.79005 230099.24,650629.510049999 230095.4,650626.550050002 230091.21,650627.330049999 230089.02,650626.910050001 230085.8,650627.910050001 230084.47,650627.190049998 230081.99,650628.390050001 230079.09,650628.910050001 230072.92,650633.280049998 230068.36,650635.120049998 230059.2,650646.080049999 230054.97,650664.160050001 230053.44,650674.640050001 230057.4,650707.100049999 230054.14,650725.06005 230063.33,650738.594050001 230061.009,650739.460050002 230060.86,650756.20005 230061.81,650769.97005 230059.16,650782.420049999 230049.25,650789.77005 230048.07,650797.570050001 230045.17,650808.300050002 230035.95,650814.510049999 230032.77,650817.750050001 230028.74,650826.750050001 230025.11,650833.120049998 230015.67,650846.750050001 230010.64,650851.440049998 229996.25,650861.410050001 229976.69,650869.850049999 229973.25,650879.170049999 229965.83,650885.11005 229958.47,650903.95005 229951.99,650913.11005 229946.4,650919.930050001 229946.71,650930.20005 229942.57,650944.22005 229946.037,650940.06005 229935.7,650928.430050001 229906.8,650918.510049999 229882.08,650901.400049999 229871.12,650910.180050001 229862.3,650917.70005 229852.36,650934.81005 229825.26,650984.820050001 229746.9,650992.050050002 229738.0,651041.680050001 229683.6,651057.0 229666.7,651079.800050002 229640.21,651100.620049998 229612.05,651134.56005 229555.91,651143.850049999 229541.87,651167.61005 229509.61,651185.430050001 229487.63,651217.56005 229448.08)))";"2";Büron;"1082";11715.97158020000;5365636.70930000022
